Notes,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"San Joaquin County, CA",6077.0,2018.0,2018.0,35.0,752660.0,4.6502,3.239,6.4673,0.786,0.0250%,methane
,"San Joaquin County, CA",6077.0,2019.0,2019.0,36.0,762148.0,4.7235,3.3083,6.5393,0.7872,0.0257%,methane
,"San Joaquin County, CA",6077.0,2020.0,2020.0,56.0,767967.0,7.2920,5.5083,9.4692,0.9744,0.0400%,methane
,"San Joaquin County, CA",6077.0,2021.0,2021.0,81.0,789410.0,10.2608,8.1485,12.7533,1.1401,0.0578%,methane
,"San Luis Obispo County, CA",6079.0,2018.0,2018.0,21.0,284010.0,7.3941,4.5771,11.3027,1.6135,0.0150%,methane
,"San Luis Obispo County, CA",6079.0,2019.0,2019.0,24.0,283111.0,8.4772,5.4315,12.6135,1.7304,0.0171%,methane
,"San Luis Obispo County, CA",6079.0,2020.0,2020.0,43.0,282249.0,15.2348,11.0254,20.5211,2.3233,0.0307%,methane
,"San Luis Obispo County, CA",6079.0,2021.0,2021.0,67.0,283159.0,23.6616,18.3375,30.0493,2.8907,0.0478%,methane
,"San Mateo County, CA",6081.0,2018.0,2018.0,24.0,769545.0,3.1187,1.9982,4.6404,0.6366,0.0171%,methane
,"San Mateo County, CA",6081.0,2019.0,2019.0,42.0,766573.0,5.4789,3.9487,7.4059,0.8454,0.0300%,methane
,"San Mateo County, CA",6081.0,2020.0,2020.0,49.0,758308.0,6.4618,4.7805,8.5428,0.9231,0.0350%,methane
,"San Mateo County, CA",6081.0,2021.0,2021.0,57.0,737888.0,7.7247,5.8506,10.0083,1.0232,0.0407%,methane
,"Santa Barbara County, CA",6083.0,2018.0,2018.0,32.0,446527.0,7.1664,4.9018,10.1168,1.2669,0.0228%,methane
,"Santa Barbara County, CA",6083.0,2019.0,2019.0,39.0,446499.0,8.7346,6.2112,11.9405,1.3987,0.0278%,methane
,"Santa Barbara County, CA",6083.0,2020.0,2020.0,51.0,444766.0,11.4667,8.5378,15.0767,1.6057,0.0364%,methane
,"Santa Barbara County, CA",6083.0,2021.0,2021.0,77.0,446475.0,17.2462,13.6104,21.5548,1.9654,0.0549%,methane
,"Santa Clara County, CA",6085.0,2018.0,2018.0,56.0,1937570.0,2.8902,2.1832,3.7532,0.3862,0.0400%,methane
,"Santa Clara County, CA",6085.0,2019.0,2019.0,75.0,1927852.0,3.8903,3.06,4.8766,0.4492,0.0535%,methane
,"Santa Clara County, CA",6085.0,2020.0,2020.0,102.0,1907105.0,5.3484,4.3105,6.3864,0.5296,0.0728%,methane
,"Santa Clara County, CA",6085.0,2021.0,2021.0,135.0,1885508.0,7.1599,5.9521,8.3677,0.6162,0.0963%,methane
,"Santa Cruz County, CA",6087.0,2018.0,2018.0,24.0,274255.0,8.7510,5.6069,13.0208,1.7863,0.0171%,methane
,"Santa Cruz County, CA",6087.0,2019.0,2019.0,24.0,273213.0,8.7844,5.6283,13.0704,1.7931,0.0171%,methane
,"Santa Cruz County, CA",6087.0,2020.0,2020.0,33.0,269925.0,12.2256,8.4155,17.1693,2.1282,0.0235%,methane
,"Santa Cruz County, CA",6087.0,2021.0,2021.0,37.0,267792.0,13.8167,9.7282,19.0445,2.2715,0.0264%,methane
,"Shasta County, CA",6089.0,2019.0,2019.0,13.0,180080.0,Unreliable,3.8438,12.3447,2.0022,0.0093%,methane
,"Shasta County, CA",6089.0,2020.0,2020.0,19.0,179027.0,Unreliable,6.3897,16.5734,2.4348,0.0136%,methane
,"Shasta County, CA",6089.0,2021.0,2021.0,21.0,182139.0,11.5297,7.1371,17.6243,2.516,0.0150%,methane
,"Solano County, CA",6095.0,2018.0,2018.0,29.0,446610.0,6.4934,4.3487,9.3256,1.2058,0.0207%,methane
,"Solano County, CA",6095.0,2019.0,2019.0,27.0,447643.0,6.0316,3.9749,8.7757,1.1608,0.0193%,methane
,"Solano County, CA",6095.0,2020.0,2020.0,32.0,446935.0,7.1599,4.8974,10.1076,1.2657,0.0228%,methane
,"Solano County, CA",6095.0,2021.0,2021.0,49.0,451716.0,10.8475,8.0251,14.341,1.5496,0.0350%,methane
,"Sonoma County, CA",6097.0,2018.0,2018.0,44.0,499942.0,8.8010,6.3948,11.8149,1.3268,0.0314%,methane
,"Sonoma County, CA",6097.0,2019.0,2019.0,51.0,494336.0,10.3169,7.6816,13.5648,1.4447,0.0364%,methane
,"Sonoma County, CA",6097.0,2020.0,2020.0,80.0,489819.0,16.3326,12.9507,20.3273,1.826,0.0571%,methane
,"Sonoma County, CA",6097.0,2021.0,2021.0,79.0,485887.0,16.2589,12.8724,20.2635,1.8293,0.0564%,methane
,"Stanislaus County, CA",6099.0,2018.0,2018.0,42.0,549815.0,7.6389,5.5055,10.3256,1.1787,0.0300%,methane
,"Stanislaus County, CA",6099.0,2019.0,2019.0,40.0,550660.0,7.2640,5.1895,9.8915,1.1485,0.0285%,methane
,"Stanislaus County, CA",6099.0,2020.0,2020.0,69.0,550081.0,12.5436,9.7597,15.8747,1.5101,0.0492%,methane
,"Stanislaus County, CA",6099.0,2021.0,2021.0,85.0,552999.0,15.3707,12.2775,19.0062,1.6672,0.0606%,methane
,"Sutter County, CA",6101.0,2020.0,2020.0,10.0,96385.0,Unreliable,4.9753,19.0801,3.2809,0.0071%,methane
,"Sutter County, CA",6101.0,2021.0,2021.0,15.0,99063.0,Unreliable,8.4748,24.9743,3.9096,0.0107%,methane
,"Tulare County, CA",6107.0,2018.0,2018.0,23.0,465861.0,4.9371,3.1297,7.4081,1.0295,0.0164%,methane
,"Tulare County, CA",6107.0,2019.0,2019.0,12.0,466195.0,Unreliable,1.33,4.4963,0.7431,0.0086%,methane
,"Tulare County, CA",6107.0,2020.0,2020.0,21.0,468680.0,4.4807,2.7736,6.8492,0.9778,0.0150%,methane
,"Tulare County, CA",6107.0,2021.0,2021.0,33.0,477054.0,6.9175,4.7616,9.7147,1.2042,0.0235%,methane
,"Ventura County, CA",6111.0,2018.0,2018.0,79.0,850967.0,9.2836,7.3499,11.5701,1.0445,0.0564%,methane
,"Ventura County, CA",6111.0,2019.0,2019.0,63.0,846006.0,7.4468,5.7223,9.5276,0.9382,0.0449%,methane
,"Ventura County, CA",6111.0,2020.0,2020.0,97.0,841387.0,11.5286,9.3489,14.0639,1.1706,0.0692%,methane
,"Ventura County, CA",6111.0,2021.0,2021.0,124.0,839784.0,14.7657,12.1667,17.3647,1.326,0.0885%,methane
,"Yolo County, CA",6113.0,2019.0,2019.0,10.0,220500.0,Unreliable,2.1748,8.3403,1.4341,0.0071%,methane
,"Yolo County, CA",6113.0,2021.0,2021.0,11.0,216986.0,Unreliable,2.5307,9.0707,1.5285,0.0078%,methane
,"Yuba County, CA",6115.0,2021.0,2021.0,10.0,83421.0,Unreliable,5.7484,22.0453,3.7907,0.0071%,methane
,"Adams County, CO",8001.0,2018.0,2018.0,36.0,511868.0,7.0331,4.9259,9.7367,1.1722,0.0257%,methane
,"Adams County, CO",8001.0,2019.0,2019.0,25.0,517421.0,4.8317,3.1268,7.1325,0.9663,0.0178%,methane
,"Adams County, CO",8001.0,2020.0,2020.0,56.0,519883.0,10.7717,8.1368,13.9879,1.4394,0.0400%,methane
,"Adams County, CO",8001.0,2021.0,2021.0,103.0,522140.0,19.7265,15.9168,23.5362,1.9437,0.0735%,methane
,"Arapahoe County, CO",8005.0,2018.0,2018.0,49.0,651215.0,7.5244,5.5666,9.9476,1.0749,0.0350%,methane
,"Arapahoe County, CO",8005.0,2019.0,2019.0,45.0,656590.0,6.8536,4.9991,9.1707,1.0217,0.0321%,methane
,"Arapahoe County, CO",8005.0,2020.0,2020.0,73.0,657452.0,11.1035,8.7033,13.961,1.2996,0.0521%,methane
,"Arapahoe County, CO",8005.0,2021.0,2021.0,79.0,654900.0,12.0629,9.5503,15.034,1.3572,0.0564%,methane
,"Boulder County, CO",8013.0,2018.0,2018.0,10.0,326078.0,Unreliable,1.4706,5.6399,0.9698,0.0071%,methane
,"Boulder County, CO",8013.0,2019.0,2019.0,18.0,326196.0,Unreliable,3.2704,8.7211,1.3006,0.0128%,methane
,"Boulder County, CO",8013.0,2020.0,2020.0,26.0,327171.0,7.9469,5.1912,11.6441,1.5585,0.0185%,methane
,"Boulder County, CO",8013.0,2021.0,2021.0,25.0,329543.0,7.5863,4.9095,11.1988,1.5173,0.0178%,methane
,"Denver County, CO",8031.0,2018.0,2018.0,57.0,716492.0,7.9554,6.0254,10.3072,1.0537,0.0407%,methane
,"Denver County, CO",8031.0,2019.0,2019.0,76.0,727211.0,10.4509,8.2341,13.0809,1.1988,0.0542%,methane
,"Denver County, CO",8031.0,2020.0,2020.0,127.0,735538.0,17.2663,14.2633,20.2693,1.5321,0.0906%,methane
,"Denver County, CO",8031.0,2021.0,2021.0,169.0,711463.0,23.7539,20.1725,27.3352,1.8272,0.1206%,methane
,"Douglas County, CO",8035.0,2018.0,2018.0,14.0,342776.0,Unreliable,2.2329,6.8528,1.0916,0.0100%,methane
,"Douglas County, CO",8035.0,2019.0,2019.0,16.0,351154.0,Unreliable,2.6044,7.3993,1.1391,0.0114%,methane
,"Douglas County, CO",8035.0,2020.0,2020.0,33.0,360750.0,9.1476,6.2968,12.8466,1.5924,0.0235%,methane
,"Douglas County, CO",8035.0,2021.0,2021.0,20.0,368990.0,5.4202,3.3108,8.3711,1.212,0.0143%,methane
,"El Paso County, CO",8041.0,2018.0,2018.0,81.0,713856.0,11.3468,9.011,14.1031,1.2608,0.0578%,methane
,"El Paso County, CO",8041.0,2019.0,2019.0,64.0,720403.0,8.8839,6.8417,11.3446,1.1105,0.0457%,methane
,"El Paso County, CO",8041.0,2020.0,2020.0,108.0,728310.0,14.8289,12.0321,17.6256,1.4269,0.0771%,methane
,"El Paso County, CO",8041.0,2021.0,2021.0,154.0,737867.0,20.8710,17.5746,24.1674,1.6818,0.1099%,methane
,"Jefferson County, CO",8059.0,2018.0,2018.0,51.0,580233.0,8.7896,6.5445,11.5567,1.2308,0.0364%,methane
,"Jefferson County, CO",8059.0,2019.0,2019.0,47.0,582881.0,8.0634,5.9247,10.7226,1.1762,0.0335%,methane
,"Jefferson County, CO",8059.0,2020.0,2020.0,71.0,583283.0,12.1725,9.5068,15.3539,1.4446,0.0507%,methane
,"Jefferson County, CO",8059.0,2021.0,2021.0,84.0,579581.0,14.4932,11.5604,17.9436,1.5813,0.0599%,methane
,"Larimer County, CO",8069.0,2018.0,2018.0,16.0,350518.0,Unreliable,2.6091,7.4128,1.1412,0.0114%,methane
,"Larimer County, CO",8069.0,2019.0,2019.0,18.0,356899.0,Unreliable,2.989,7.9708,1.1888,0.0128%,methane
,"Larimer County, CO",8069.0,2020.0,2020.0,16.0,360428.0,Unreliable,2.5374,7.2089,1.1098,0.0114%,methane
,"Larimer County, CO",8069.0,2021.0,2021.0,23.0,362533.0,6.3443,4.0217,9.5195,1.3229,0.0164%,methane
,"Mesa County, CO",8077.0,2018.0,2018.0,10.0,153207.0,Unreliable,3.13,12.0036,2.0641,0.0071%,methane
,"Mesa County, CO",8077.0,2019.0,2019.0,17.0,154210.0,Unreliable,6.4219,17.6504,2.6737,0.0121%,methane
,"Mesa County, CO",8077.0,2020.0,2020.0,24.0,155603.0,15.4239,9.8824,22.9495,3.1484,0.0171%,methane
,"Mesa County, CO",8077.0,2021.0,2021.0,17.0,157335.0,Unreliable,6.2943,17.2998,2.6206,0.0121%,methane
,"Pueblo County, CO",8101.0,2018.0,2018.0,16.0,167529.0,Unreliable,5.459,15.5096,2.3876,0.0114%,methane
,"Pueblo County, CO",8101.0,2019.0,2019.0,24.0,168424.0,14.2498,9.1301,21.2025,2.9087,0.0171%,methane
,"Pueblo County, CO",8101.0,2020.0,2020.0,29.0,169823.0,17.0766,11.4365,24.5249,3.171,0.0207%,methane
,"Pueblo County, CO",8101.0,2021.0,2021.0,36.0,169622.0,21.2237,14.8648,29.3825,3.5373,0.0257%,methane
,"Weld County, CO",8123.0,2018.0,2018.0,21.0,314305.0,6.6814,4.1359,10.2133,1.458,0.0150%,methane
,"Weld County, CO",8123.0,2021.0,2021.0,19.0,340036.0,Unreliable,3.3642,8.7258,1.2819,0.0136%,methane
,"Fairfield County, CT",9001.0,2018.0,2018.0,81.0,943823.0,8.5821,6.8154,10.6668,0.9536,0.0578%,methane
,"Fairfield County, CT",9001.0,2019.0,2019.0,101.0,943332.0,10.7067,8.6186,12.7948,1.0654,0.0721%,methane
,"Fairfield County, CT",9001.0,2020.0,2020.0,109.0,942426.0,11.5659,9.3946,13.7372,1.1078,0.0778%,methane
,"Fairfield County, CT",9001.0,2021.0,2021.0,147.0,959768.0,15.3162,12.8402,17.7922,1.2633,0.1049%,methane
,"Hartford County, CT",9003.0,2018.0,2018.0,137.0,892697.0,15.3468,12.7769,17.9166,1.3112,0.0977%,methane
,"Hartford County, CT",9003.0,2019.0,2019.0,156.0,891720.0,17.4943,14.749,20.2396,1.4007,0.1113%,methane
,"Hartford County, CT",9003.0,2020.0,2020.0,196.0,889226.0,22.0416,18.9558,25.1275,1.5744,0.1398%,methane
,"Hartford County, CT",9003.0,2021.0,2021.0,237.0,896854.0,26.4257,23.0613,29.7901,1.7165,0.1691%,methane
,"Litchfield County, CT",9005.0,2018.0,2018.0,33.0,181111.0,18.2209,12.5423,25.5888,3.1718,0.0235%,methane
,"Litchfield County, CT",9005.0,2019.0,2019.0,39.0,180333.0,21.6267,15.3787,29.5643,3.463,0.0278%,methane
,"Litchfield County, CT",9005.0,2020.0,2020.0,41.0,179610.0,22.8272,16.3813,30.9677,3.565,0.0293%,methane
,"Litchfield County, CT",9005.0,2021.0,2021.0,37.0,185000.0,20.0000,14.0818,27.5674,3.288,0.0264%,methane
,"Middlesex County, CT",9007.0,2018.0,2018.0,15.0,162682.0,Unreliable,5.1606,15.2077,2.3807,0.0107%,methane
,"Middlesex County, CT",9007.0,2019.0,2019.0,22.0,162436.0,13.5438,8.4878,20.5054,2.8875,0.0157%,methane
,"Middlesex County, CT",9007.0,2020.0,2020.0,39.0,161657.0,24.1252,17.1554,32.9798,3.8631,0.0278%,methane
,"Middlesex County, CT",9007.0,2021.0,2021.0,41.0,164759.0,24.8848,17.8579,33.759,3.8864,0.0293%,methane
,"New Haven County, CT",9009.0,2018.0,2018.0,124.0,857620.0,14.4586,11.9137,17.0035,1.2984,0.0885%,methane
,"New Haven County, CT",9009.0,2019.0,2019.0,176.0,854757.0,20.5906,17.5486,23.6327,1.5521,0.1256%,methane
,"New Haven County, CT",9009.0,2020.0,2020.0,213.0,851948.0,25.0015,21.6439,28.3592,1.7131,0.1520%,methane
,"New Haven County, CT",9009.0,2021.0,2021.0,278.0,863700.0,32.1871,28.4034,35.9708,1.9305,0.1983%,methane
,"New London County, CT",9011.0,2018.0,2018.0,42.0,266784.0,15.7431,11.3462,21.2801,2.4292,0.0300%,methane
,"New London County, CT",9011.0,2019.0,2019.0,48.0,265206.0,18.0991,13.3449,23.9967,2.6124,0.0342%,methane
,"New London County, CT",9011.0,2020.0,2020.0,61.0,264999.0,23.0190,17.6077,29.5688,2.9473,0.0435%,methane
,"New London County, CT",9011.0,2021.0,2021.0,88.0,268805.0,32.7375,26.2564,40.3336,3.4898,0.0628%,methane
,"Tolland County, CT",9013.0,2018.0,2018.0,16.0,150921.0,Unreliable,6.0598,17.2163,2.6504,0.0114%,methane
,"Tolland County, CT",9013.0,2019.0,2019.0,20.0,150721.0,13.2696,8.1054,20.4938,2.9672,0.0143%,methane
,"Tolland County, CT",9013.0,2020.0,2020.0,32.0,150600.0,21.2483,14.5339,29.9963,3.7562,0.0228%,methane
,"Tolland County, CT",9013.0,2021.0,2021.0,29.0,150293.0,19.2956,12.9227,27.7118,3.5831,0.0207%,methane
,"Windham County, CT",9015.0,2018.0,2018.0,13.0,117027.0,Unreliable,5.9149,18.9959,3.081,0.0093%,methane
,"Windham County, CT",9015.0,2019.0,2019.0,30.0,116782.0,25.6889,17.3323,36.6724,4.6901,0.0214%,methane
,"Windham County, CT",9015.0,2020.0,2020.0,34.0,116540.0,29.1745,20.2042,40.7685,5.0034,0.0243%,methane
,"Windham County, CT",9015.0,2021.0,2021.0,36.0,116418.0,30.9231,21.6582,42.8105,5.1538,0.0257%,methane
,"Kent County, DE",10001.0,2018.0,2018.0,17.0,178550.0,Unreliable,5.5464,15.2443,2.3092,0.0121%,methane
,"Kent County, DE",10001.0,2019.0,2019.0,13.0,180786.0,Unreliable,3.8288,12.2965,1.9944,0.0093%,methane
,"Kent County, DE",10001.0,2020.0,2020.0,17.0,183643.0,Unreliable,5.3926,14.8215,2.2452,0.0121%,methane
,"Kent County, DE",10001.0,2021.0,2021.0,18.0,184149.0,Unreliable,5.7931,15.4482,2.3039,0.0128%,methane
,"New Castle County, DE",10003.0,2018.0,2018.0,64.0,559335.0,11.4422,8.8118,14.6114,1.4303,0.0457%,methane
,"New Castle County, DE",10003.0,2019.0,2019.0,79.0,558753.0,14.1386,11.1937,17.621,1.5907,0.0564%,methane
,"New Castle County, DE",10003.0,2020.0,2020.0,73.0,561531.0,13.0002,10.1901,16.3458,1.5216,0.0521%,methane
,"New Castle County, DE",10003.0,2021.0,2021.0,76.0,571708.0,13.2935,10.4738,16.6388,1.5249,0.0542%,methane
,"Sussex County, DE",10005.0,2018.0,2018.0,23.0,229286.0,10.0311,6.3588,15.0516,2.0916,0.0164%,methane
,"Sussex County, DE",10005.0,2019.0,2019.0,17.0,234225.0,Unreliable,4.2281,11.6207,1.7603,0.0121%,methane
,"Sussex County, DE",10005.0,2020.0,2020.0,26.0,241635.0,10.7600,7.0288,15.7659,2.1102,0.0185%,methane
,"Sussex County, DE",10005.0,2021.0,2021.0,28.0,247527.0,11.3119,7.5166,16.3489,2.1377,0.0200%,methane
,"District of Columbia, DC",11001.0,2018.0,2018.0,65.0,702455.0,9.2533,7.1415,11.794,1.1477,0.0464%,methane
,"District of Columbia, DC",11001.0,2019.0,2019.0,51.0,705749.0,7.2264,5.3805,9.5014,1.0119,0.0364%,methane
,"District of Columbia, DC",11001.0,2020.0,2020.0,111.0,712816.0,15.5720,12.6751,18.469,1.478,0.0792%,methane
,"District of Columbia, DC",11001.0,2021.0,2021.0,102.0,670050.0,15.2227,12.2685,18.177,1.5073,0.0728%,methane
,"Alachua County, FL",12001.0,2018.0,2018.0,11.0,269956.0,Unreliable,2.0341,7.2908,1.2286,0.0078%,methane
,"Alachua County, FL",12001.0,2019.0,2019.0,13.0,269043.0,Unreliable,2.5728,8.2628,1.3401,0.0093%,methane
,"Alachua County, FL",12001.0,2020.0,2020.0,24.0,271218.0,8.8490,5.6697,13.1666,1.8063,0.0171%,methane
,"Alachua County, FL",12001.0,2021.0,2021.0,20.0,279238.0,7.1623,4.375,11.0617,1.6015,0.0143%,methane
,"Bay County, FL",12005.0,2018.0,2018.0,16.0,185287.0,Unreliable,4.9358,14.0231,2.1588,0.0114%,methane
,"Bay County, FL",12005.0,2019.0,2019.0,25.0,174705.0,14.3098,9.2606,21.1242,2.862,0.0178%,methane
,"Bay County, FL",12005.0,2020.0,2020.0,30.0,171322.0,17.5109,11.8146,24.9978,3.197,0.0214%,methane
,"Bay County, FL",12005.0,2021.0,2021.0,50.0,179168.0,27.9068,20.713,36.7917,3.9466,0.0357%,methane
,"Brevard County, FL",12009.0,2018.0,2018.0,119.0,596849.0,19.9380,16.3557,23.5204,1.8277,0.0849%,methane
,"Brevard County, FL",12009.0,2019.0,2019.0,98.0,601942.0,16.2806,13.2174,19.8409,1.6446,0.0699%,methane
,"Brevard County, FL",12009.0,2020.0,2020.0,101.0,608459.0,16.5993,13.362,19.8366,1.6517,0.0721%,methane
,"Brevard County, FL",12009.0,2021.0,2021.0,139.0,616628.0,22.5420,18.7945,26.2894,1.912,0.0992%,methane
,"Broward County, FL",12011.0,2018.0,2018.0,222.0,1951260.0,11.3773,9.8806,12.8739,0.7636,0.1584%,methane
,"Broward County, FL",12011.0,2019.0,2019.0,253.0,1952778.0,12.9559,11.3594,14.5524,0.8145,0.1805%,methane
,"Broward County, FL",12011.0,2020.0,2020.0,256.0,1958105.0,13.0739,11.4723,14.6754,0.8171,0.1826%,methane
,"Broward County, FL",12011.0,2021.0,2021.0,243.0,1930983.0,12.5843,11.002,14.1665,0.8073,0.1734%,methane
,"Charlotte County, FL",12015.0,2020.0,2020.0,12.0,194711.0,Unreliable,3.1845,10.7655,1.7791,0.0086%,methane
,"Charlotte County, FL",12015.0,2021.0,2021.0,25.0,194843.0,12.8308,8.3035,18.9409,2.5662,0.0178%,methane
,"Citrus County, FL",12017.0,2018.0,2018.0,16.0,147929.0,Unreliable,6.1823,17.5645,2.704,0.0114%,methane
,"Citrus County, FL",12017.0,2019.0,2019.0,28.0,149657.0,18.7094,12.4322,27.0404,3.5358,0.0200%,methane
,"Citrus County, FL",12017.0,2020.0,2020.0,38.0,153010.0,24.8350,17.5747,34.088,4.0288,0.0271%,methane
,"Citrus County, FL",12017.0,2021.0,2021.0,53.0,158083.0,33.5267,25.1138,43.8536,4.6052,0.0378%,methane
,"Clay County, FL",12019.0,2018.0,2018.0,26.0,216072.0,12.0330,7.8603,17.6312,2.3599,0.0185%,methane
,"Clay County, FL",12019.0,2019.0,2019.0,24.0,219252.0,10.9463,7.0135,16.2872,2.2344,0.0171%,methane
,"Clay County, FL",12019.0,2020.0,2020.0,38.0,221770.0,17.1349,12.1257,23.519,2.7796,0.0271%,methane
,"Clay County, FL",12019.0,2021.0,2021.0,39.0,222361.0,17.5390,12.472,23.9764,2.8085,0.0278%,methane
,"Collier County, FL",12021.0,2018.0,2018.0,17.0,378488.0,Unreliable,2.6165,7.1914,1.0894,0.0121%,methane
,"Collier County, FL",12021.0,2019.0,2019.0,29.0,384902.0,7.5344,5.0459,10.8207,1.3991,0.0207%,methane
,"Collier County, FL",12021.0,2020.0,2020.0,23.0,392973.0,5.8528,3.7102,8.7821,1.2204,0.0164%,methane
,"Collier County, FL",12021.0,2021.0,2021.0,52.0,385980.0,13.4722,10.0617,17.667,1.8683,0.0371%,methane
,"Columbia County, FL",12023.0,2021.0,2021.0,11.0,70385.0,Unreliable,7.8017,27.9635,4.7121,0.0078%,methane
,"Duval County, FL",12031.0,2018.0,2018.0,103.0,950181.0,10.8400,8.7466,12.9335,1.0681,0.0735%,methane
,"Duval County, FL",12031.0,2019.0,2019.0,139.0,957755.0,14.5131,12.1004,16.9258,1.231,0.0992%,methane
,"Duval County, FL",12031.0,2020.0,2020.0,246.0,966728.0,25.4467,22.2667,28.6266,1.6224,0.1755%,methane
,"Duval County, FL",12031.0,2021.0,2021.0,233.0,999935.0,23.3015,20.3095,26.2935,1.5265,0.1662%,methane
,"Escambia County, FL",12033.0,2018.0,2018.0,36.0,315534.0,11.4092,7.9909,15.7952,1.9015,0.0257%,methane
,"Escambia County, FL",12033.0,2019.0,2019.0,36.0,318316.0,11.3095,7.9211,15.6571,1.8849,0.0257%,methane
,"Escambia County, FL",12033.0,2020.0,2020.0,70.0,322364.0,21.7146,16.9276,27.4351,2.5954,0.0499%,methane
,"Escambia County, FL",12033.0,2021.0,2021.0,119.0,322390.0,36.9118,30.2798,43.5439,3.3837,0.0849%,methane
,"Flagler County, FL",12035.0,2020.0,2020.0,21.0,118451.0,17.7288,10.9745,27.1005,3.8688,0.0150%,methane
,"Hernando County, FL",12053.0,2018.0,2018.0,22.0,190865.0,11.5265,7.2235,17.4512,2.4575,0.0157%,methane
,"Hernando County, FL",12053.0,2019.0,2019.0,19.0,193920.0,Unreliable,5.899,15.3005,2.2478,0.0136%,methane
,"Hernando County, FL",12053.0,2020.0,2020.0,45.0,198792.0,22.6367,16.5115,30.2898,3.3745,0.0321%,methane
,"Hernando County, FL",12053.0,2021.0,2021.0,57.0,200638.0,28.4094,21.517,36.8078,3.7629,0.0407%,methane
,"Highlands County, FL",12055.0,2020.0,2020.0,12.0,106639.0,Unreliable,5.8145,19.6566,3.2484,0.0086%,methane
,"Highlands County, FL",12055.0,2021.0,2021.0,10.0,103296.0,Unreliable,4.6424,17.8036,3.0614,0.0071%,methane
,"Hillsborough County, FL",12057.0,2018.0,2018.0,108.0,1436888.0,7.5162,6.0987,8.9338,0.7233,0.0771%,methane
,"Hillsborough County, FL",12057.0,2019.0,2019.0,87.0,1471968.0,5.9105,4.734,7.2905,0.6337,0.0621%,methane
,"Hillsborough County, FL",12057.0,2020.0,2020.0,164.0,1497957.0,10.9482,9.2726,12.6239,0.8549,0.1170%,methane
,"Hillsborough County, FL",12057.0,2021.0,2021.0,217.0,1478194.0,14.6801,12.7268,16.6333,0.9965,0.1548%,methane
,"Indian River County, FL",12061.0,2018.0,2018.0,19.0,157413.0,Unreliable,7.2671,18.849,2.7691,0.0136%,methane
,"Indian River County, FL",12061.0,2019.0,2019.0,13.0,159923.0,Unreliable,4.3283,13.9007,2.2546,0.0093%,methane
,"Indian River County, FL",12061.0,2020.0,2020.0,14.0,162518.0,Unreliable,4.7096,14.4535,2.3023,0.0100%,methane
,"Indian River County, FL",12061.0,2021.0,2021.0,24.0,163662.0,14.6644,9.3958,21.8194,2.9934,0.0171%,methane
,"Lake County, FL",12069.0,2018.0,2018.0,20.0,356495.0,5.6102,3.4269,8.6645,1.2545,0.0143%,methane
,"Lake County, FL",12069.0,2019.0,2019.0,43.0,367118.0,11.7129,8.4766,15.7771,1.7862,0.0307%,methane
,"Lake County, FL",12069.0,2020.0,2020.0,56.0,375492.0,14.9138,11.2657,19.3667,1.9929,0.0400%,methane
,"Lake County, FL",12069.0,2021.0,2021.0,69.0,395804.0,17.4329,13.5638,22.0623,2.0987,0.0492%,methane
,"Lee County, FL",12071.0,2018.0,2018.0,69.0,754610.0,9.1438,7.1144,11.572,1.1008,0.0492%,methane
,"Lee County, FL",12071.0,2019.0,2019.0,37.0,770577.0,4.8016,3.3808,6.6184,0.7894,0.0264%,methane
,"Lee County, FL",12071.0,2020.0,2020.0,88.0,790767.0,11.1284,8.9253,13.7106,1.1863,0.0628%,methane
,"Lee County, FL",12071.0,2021.0,2021.0,108.0,787976.0,13.7060,11.121,16.291,1.3189,0.0771%,methane
,"Leon County, FL",12073.0,2018.0,2018.0,11.0,292502.0,Unreliable,1.8773,6.7289,1.1339,0.0078%,methane
,"Leon County, FL",12073.0,2020.0,2020.0,18.0,295460.0,Unreliable,3.6106,9.6283,1.4359,0.0128%,methane
,"Leon County, FL",12073.0,2021.0,2021.0,13.0,292817.0,Unreliable,2.3639,7.5919,1.2313,0.0093%,methane
,"Levy County, FL",12075.0,2021.0,2021.0,12.0,44158.0,Unreliable,14.0417,47.4695,7.8448,0.0086%,methane
,"Manatee County, FL",12081.0,2018.0,2018.0,38.0,394855.0,9.6238,6.8104,13.2094,1.5612,0.0271%,methane
,"Manatee County, FL",12081.0,2019.0,2019.0,49.0,403253.0,12.1512,8.9896,16.0645,1.7359,0.0350%,methane
,"Manatee County, FL",12081.0,2020.0,2020.0,51.0,411219.0,12.4022,9.2343,16.3066,1.7366,0.0364%,methane
,"Manatee County, FL",12081.0,2021.0,2021.0,58.0,412703.0,14.0537,10.6715,18.1676,1.8453,0.0414%,methane
,"Marion County, FL",12083.0,2018.0,2018.0,64.0,359977.0,17.7789,13.6919,22.7033,2.2224,0.0457%,methane
,"Marion County, FL",12083.0,2019.0,2019.0,61.0,365579.0,16.6859,12.7633,21.4337,2.1364,0.0435%,methane
,"Marion County, FL",12083.0,2020.0,2020.0,116.0,373513.0,31.0565,25.4048,36.7082,2.8835,0.0828%,methane
,"Marion County, FL",12083.0,2021.0,2021.0,98.0,385915.0,25.3942,20.6163,30.9474,2.5652,0.0699%,methane
