"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Kenai Peninsula Borough, AK"	"02122"	"2019"	"2019"	38	58708	64.7271	45.8048	88.8432	10.5001	0.0051%
	"Kenai Peninsula Borough, AK"	"02122"	"2020"	"2020"	43	59414	72.3735	52.3767	97.4864	11.0369	0.0058%
	"Kenai Peninsula Borough, AK"	"02122"	"2021 "	"2021"	40	59767	66.9266	47.8130	91.1352	10.5820	0.0054%
	"Ketchikan Gateway Borough, AK"	"02130"	"2021 "	"2021"	11	13754	Unreliable	39.9244	143.1008	24.1139	0.0015%
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	10	13345	Unreliable	35.9341	137.8074	23.6963	0.0013%
	"Kodiak Island Borough, AK"	"02150"	"2020"	"2020"	10	12992	Unreliable	36.9104	141.5517	24.3402	0.0013%
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	55	107610	51.1105	38.5036	66.5275	6.8917	0.0074%
	"Matanuska-Susitna Borough, AK"	"02170"	"2019"	"2019"	60	108317	55.3930	42.2709	71.3018	7.1512	0.0081%
	"Matanuska-Susitna Borough, AK"	"02170"	"2020"	"2020"	76	110213	68.9574	54.3308	86.3105	7.9100	0.0102%
	"Matanuska-Susitna Borough, AK"	"02170"	"2021 "	"2021"	67	110686	60.5316	46.9114	76.8727	7.3951	0.0090%
	"Nome Census Area, AK"	"02180"	"2020"	"2020"	13	9909	Unreliable	69.8555	224.3454	36.3866	0.0017%
	"Nome Census Area, AK"	"02180"	"2021 "	"2021"	13	9865	Unreliable	70.1671	225.3461	36.5489	0.0017%
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	12	7671	Unreliable	80.8307	273.2577	45.1584	0.0016%
	"Northwest Arctic Borough, AK"	"02188"	"2019"	"2019"	11	7621	Unreliable	72.0535	258.2611	43.5195	0.0015%
	"Northwest Arctic Borough, AK"	"02188"	"2021 "	"2021"	10	7560	Unreliable	63.4312	243.2593	41.8291	0.0013%
	"Sitka Borough, AK"	"02220"	"2019"	"2019"	10	8493	Unreliable	56.4630	216.5360	37.2339	0.0013%
	"Sitka Borough, AK"	"02220"	"2020"	"2020"	10	8405	Unreliable	57.0541	218.8031	37.6238	0.0013%
	"Southeast Fairbanks Census Area, AK"	"02240"	"2020"	"2020"	11	6957	Unreliable	78.9306	282.9104	47.6732	0.0015%
	"Valdez-Cordova Census Area, AK"	"02261"	"2018"	"2018"	10	9164	Unreliable	52.3287	200.6809	34.5076	0.0013%
	"Wade Hampton Census Area, AK"	"02270"	"2019"	"2019"	12	8314	Unreliable	74.5793	252.1241	41.6659	0.0016%
	"Wade Hampton Census Area, AK"	"02270"	"2020"	"2020"	14	8328	Unreliable	91.9061	282.0560	44.9286	0.0019%
	"Wade Hampton Census Area, AK"	"02270"	"2021 "	"2021"	18	8360	Unreliable	127.6062	340.2840	50.7493	0.0024%
	"Apache County, AZ"	"04001"	"2018"	"2018"	72	71818	100.2534	78.4423	126.2521	11.8150	0.0097%
	"Apache County, AZ"	"04001"	"2019"	"2019"	50	71887	69.5536	51.6241	91.6981	9.8364	0.0067%
	"Apache County, AZ"	"04001"	"2020"	"2020"	86	71875	119.6522	95.7062	147.7692	12.9024	0.0116%
	"Apache County, AZ"	"04001"	"2021 "	"2021"	90	65623	137.1470	110.2827	168.5770	14.4566	0.0121%
	"Cochise County, AZ"	"04003"	"2018"	"2018"	78	126770	61.5288	48.6360	76.7910	6.9668	0.0105%
	"Cochise County, AZ"	"04003"	"2019"	"2019"	86	125922	68.2962	54.6281	84.3452	7.3646	0.0116%
	"Cochise County, AZ"	"04003"	"2020"	"2020"	116	127450	91.0161	74.4528	107.5793	8.4506	0.0156%
	"Cochise County, AZ"	"04003"	"2021 "	"2021"	98	126050	77.7469	63.1188	94.7486	7.8536	0.0132%
	"Coconino County, AZ"	"04005"	"2018"	"2018"	82	142854	57.4013	45.6529	71.2499	6.3389	0.0110%
	"Coconino County, AZ"	"04005"	"2019"	"2019"	70	143476	48.7886	38.0332	61.6415	5.8314	0.0094%
	"Coconino County, AZ"	"04005"	"2020"	"2020"	104	142481	72.9922	58.9635	87.0208	7.1575	0.0140%
	"Coconino County, AZ"	"04005"	"2021 "	"2021"	91	145052	62.7361	50.5114	77.0262	6.5765	0.0122%
	"Gila County, AZ"	"04007"	"2018"	"2018"	48	53889	89.0720	65.6746	118.0961	12.8564	0.0065%
	"Gila County, AZ"	"04007"	"2019"	"2019"	36	54018	66.6445	46.6771	92.2639	11.1074	0.0048%
	"Gila County, AZ"	"04007"	"2020"	"2020"	36	54303	66.2947	46.4321	91.7797	11.0491	0.0048%
	"Gila County, AZ"	"04007"	"2021 "	"2021"	46	53589	85.8385	62.8449	114.4966	12.6562	0.0062%
	"Graham County, AZ"	"04009"	"2018"	"2018"	12	38072	Unreliable	16.2863	55.0578	9.0988	0.0016%
	"Graham County, AZ"	"04009"	"2019"	"2019"	12	38837	Unreliable	15.9655	53.9733	8.9196	0.0016%
	"Graham County, AZ"	"04009"	"2020"	"2020"	18	39211	Unreliable	27.2063	72.5504	10.8200	0.0024%
	"Graham County, AZ"	"04009"	"2021 "	"2021"	21	39050	53.7772	33.2892	82.2044	11.7351	0.0028%
	"La Paz County, AZ"	"04012"	"2018"	"2018"	15	21098	Unreliable	39.7922	117.2635	18.3571	0.0020%
	"La Paz County, AZ"	"04012"	"2019"	"2019"	12	21108	Unreliable	29.3752	99.3064	16.4113	0.0016%
	"La Paz County, AZ"	"04012"	"2020"	"2020"	10	21480	Unreliable	22.3250	85.6164	14.7220	0.0013%
	"La Paz County, AZ"	"04012"	"2021 "	"2021"	13	16408	Unreliable	42.1866	135.4851	21.9743	0.0017%
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	1749	4410824	39.6525	37.7941	41.5108	0.9481	0.2351%
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	1655	4485414	36.8974	35.1197	38.6751	0.9070	0.2224%
	"Maricopa County, AZ"	"04013"	"2020"	"2020"	1865	4579081	40.7287	38.8802	42.5772	0.9431	0.2507%
	"Maricopa County, AZ"	"04013"	"2021 "	"2021"	1817	4496588	40.4084	38.5504	42.2664	0.9480	0.2442%
	"Mohave County, AZ"	"04015"	"2018"	"2018"	170	209550	81.1262	68.9309	93.3215	6.2221	0.0228%
	"Mohave County, AZ"	"04015"	"2019"	"2019"	164	212181	77.2925	65.4629	89.1221	6.0355	0.0220%
	"Mohave County, AZ"	"04015"	"2020"	"2020"	209	217206	96.2220	83.1766	109.2674	6.6558	0.0281%
	"Mohave County, AZ"	"04015"	"2021 "	"2021"	201	217692	92.3323	79.5676	105.0970	6.5126	0.0270%
	"Navajo County, AZ"	"04017"	"2018"	"2018"	82	110445	74.2451	59.0494	92.1575	8.1990	0.0110%
	"Navajo County, AZ"	"04017"	"2019"	"2019"	93	110924	83.8412	67.6707	102.7113	8.6939	0.0125%
	"Navajo County, AZ"	"04017"	"2020"	"2020"	99	112112	88.3046	71.7695	107.5073	8.8749	0.0133%
	"Navajo County, AZ"	"04017"	"2021 "	"2021"	120	108147	110.9601	91.1068	130.8134	10.1292	0.0161%
	"Pima County, AZ"	"04019"	"2018"	"2018"	496	1039073	47.7349	43.5339	51.9358	2.1434	0.0667%
	"Pima County, AZ"	"04019"	"2019"	"2019"	528	1047279	50.4164	46.1159	54.7168	2.1941	0.0710%
	"Pima County, AZ"	"04019"	"2020"	"2020"	583	1061175	54.9391	50.4794	59.3988	2.2753	0.0784%
	"Pima County, AZ"	"04019"	"2021 "	"2021"	524	1052030	49.8085	45.5437	54.0732	2.1759	0.0704%
	"Pinal County, AZ"	"04021"	"2018"	"2018"	151	447138	33.7703	28.3839	39.1568	2.7482	0.0203%
	"Pinal County, AZ"	"04021"	"2019"	"2019"	129	462789	27.8745	23.0642	32.6847	2.4542	0.0173%
	"Pinal County, AZ"	"04021"	"2020"	"2020"	128	480828	26.6207	22.0089	31.2326	2.3530	0.0172%
	"Pinal County, AZ"	"04021"	"2021 "	"2021"	169	449557	37.5926	31.9248	43.2604	2.8917	0.0227%
	"Santa Cruz County, AZ"	"04023"	"2020"	"2020"	11	46808	Unreliable	11.7313	42.0485	7.0856	0.0015%
	"Santa Cruz County, AZ"	"04023"	"2021 "	"2021"	12	47883	Unreliable	12.9493	43.7767	7.2345	0.0016%
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	185	231993	79.7438	68.2525	91.2350	5.8629	0.0249%
	"Yavapai County, AZ"	"04025"	"2019"	"2019"	210	235099	89.3241	77.2427	101.4054	6.1639	0.0282%
	"Yavapai County, AZ"	"04025"	"2020"	"2020"	201	240226	83.6712	72.1039	95.2386	5.9017	0.0270%
	"Yavapai County, AZ"	"04025"	"2021 "	"2021"	228	242253	94.1165	81.8998	106.3332	6.2330	0.0306%
	"Yuma County, AZ"	"04027"	"2018"	"2018"	76	212128	35.8274	28.2281	44.8434	4.1097	0.0102%
	"Yuma County, AZ"	"04027"	"2019"	"2019"	52	213787	24.3233	18.1658	31.8968	3.3730	0.0070%
	"Yuma County, AZ"	"04027"	"2020"	"2020"	42	217824	19.2816	13.8965	26.0632	2.9752	0.0056%
	"Yuma County, AZ"	"04027"	"2021 "	"2021"	89	206990	42.9972	34.5302	52.9120	4.5577	0.0120%
	"Arkansas County, AR"	"05001"	"2019"	"2019"	10	17486	Unreliable	27.4242	105.1721	18.0846	0.0013%
	"Baxter County, AR"	"05005"	"2018"	"2018"	48	41619	115.3319	85.0365	152.9129	16.6467	0.0065%
	"Baxter County, AR"	"05005"	"2019"	"2019"	36	41932	85.8533	60.1308	118.8570	14.3089	0.0048%
	"Baxter County, AR"	"05005"	"2020"	"2020"	57	42242	134.9368	102.1998	174.8268	17.8728	0.0077%
	"Baxter County, AR"	"05005"	"2021 "	"2021"	41	42144	97.2855	69.8140	131.9785	15.1934	0.0055%
	"Benton County, AR"	"05007"	"2018"	"2018"	98	272608	35.9491	29.1852	43.8104	3.6314	0.0132%
	"Benton County, AR"	"05007"	"2019"	"2019"	140	279141	50.1539	41.8459	58.4619	4.2388	0.0188%
	"Benton County, AR"	"05007"	"2020"	"2020"	136	288774	47.0957	39.1804	55.0110	4.0384	0.0183%
	"Benton County, AR"	"05007"	"2021 "	"2021"	157	293692	53.4574	45.0953	61.8194	4.2664	0.0211%
	"Boone County, AR"	"05009"	"2018"	"2018"	19	37480	Unreliable	30.5212	79.1643	11.6299	0.0026%
	"Boone County, AR"	"05009"	"2019"	"2019"	25	37432	66.7878	43.2217	98.5921	13.3576	0.0034%
	"Boone County, AR"	"05009"	"2020"	"2020"	18	37625	Unreliable	28.3532	75.6086	11.2761	0.0024%
	"Boone County, AR"	"05009"	"2021 "	"2021"	12	37830	Unreliable	16.3905	55.4100	9.1570	0.0016%
	"Carroll County, AR"	"05015"	"2018"	"2018"	25	28223	88.5802	57.3247	130.7621	17.7160	0.0034%
	"Carroll County, AR"	"05015"	"2019"	"2019"	14	28380	Unreliable	26.9695	82.7682	13.1841	0.0019%
	"Carroll County, AR"	"05015"	"2021 "	"2021"	20	28435	70.3359	42.9632	108.6281	15.7276	0.0027%
	"Clark County, AR"	"05019"	"2018"	"2018"	16	22061	Unreliable	41.4552	117.7782	18.1315	0.0022%
	"Clark County, AR"	"05019"	"2019"	"2019"	13	22320	Unreliable	31.0125	99.5985	16.1539	0.0017%
	"Clark County, AR"	"05019"	"2020"	"2020"	10	22103	Unreliable	21.6957	83.2032	14.3070	0.0013%
	"Clay County, AR"	"05021"	"2019"	"2019"	14	14551	Unreliable	52.6008	161.4296	25.7141	0.0019%
	"Clay County, AR"	"05021"	"2020"	"2020"	21	14375	146.0870	90.4307	223.3100	31.8788	0.0028%
	"Clay County, AR"	"05021"	"2021 "	"2021"	13	14350	Unreliable	48.2368	154.9156	25.1258	0.0017%
	"Cleburne County, AR"	"05023"	"2018"	"2018"	20	24965	80.1122	48.9349	123.7268	17.9136	0.0027%
	"Cleburne County, AR"	"05023"	"2019"	"2019"	16	24919	Unreliable	36.7007	104.2700	16.0520	0.0022%
	"Cleburne County, AR"	"05023"	"2020"	"2020"	16	24935	Unreliable	36.6771	104.2031	16.0417	0.0022%
	"Cleburne County, AR"	"05023"	"2021 "	"2021"	17	25015	Unreliable	39.5890	108.8095	16.4825	0.0023%
	"Cleveland County, AR"	"05025"	"2019"	"2019"	10	7956	Unreliable	60.2740	231.1513	39.7471	0.0013%
	"Columbia County, AR"	"05027"	"2018"	"2018"	10	23537	Unreliable	20.3739	78.1340	13.4353	0.0013%
	"Columbia County, AR"	"05027"	"2019"	"2019"	16	23457	Unreliable	38.9881	110.7688	17.0525	0.0022%
	"Columbia County, AR"	"05027"	"2020"	"2020"	12	23331	Unreliable	26.5763	89.8444	14.8476	0.0016%
	"Columbia County, AR"	"05027"	"2021 "	"2021"	11	22672	Unreliable	24.2202	86.8123	14.6287	0.0015%
	"Conway County, AR"	"05029"	"2018"	"2018"	11	20891	Unreliable	26.2850	94.2132	15.8759	0.0015%
	"Conway County, AR"	"05029"	"2019"	"2019"	10	20846	Unreliable	23.0039	88.2203	15.1697	0.0013%
	"Craighead County, AR"	"05031"	"2018"	"2018"	79	108558	72.7722	57.6144	90.6959	8.1875	0.0106%
	"Craighead County, AR"	"05031"	"2019"	"2019"	91	110332	82.4783	66.4066	101.2653	8.6461	0.0122%
	"Craighead County, AR"	"05031"	"2020"	"2020"	121	112245	107.7999	88.5919	127.0079	9.8000	0.0163%
	"Craighead County, AR"	"05031"	"2021 "	"2021"	95	112218	84.6567	68.4923	103.4885	8.6856	0.0128%
	"Crawford County, AR"	"05033"	"2018"	"2018"	33	63406	52.0455	35.8256	73.0912	9.0600	0.0044%
	"Crawford County, AR"	"05033"	"2019"	"2019"	18	63257	Unreliable	16.8643	44.9717	6.7070	0.0024%
	"Crawford County, AR"	"05033"	"2020"	"2020"	33	63409	52.0431	35.8239	73.0877	9.0595	0.0044%
	"Crawford County, AR"	"05033"	"2021 "	"2021"	28	60378	46.3745	30.8154	67.0241	8.7640	0.0038%
	"Crittenden County, AR"	"05035"	"2018"	"2018"	28	48342	57.9206	38.4877	83.7116	10.9460	0.0038%
	"Crittenden County, AR"	"05035"	"2019"	"2019"	37	47955	77.1557	54.3245	106.3491	12.6843	0.0050%
	"Crittenden County, AR"	"05035"	"2020"	"2020"	52	47616	109.2070	81.5612	143.2108	15.1443	0.0070%
	"Crittenden County, AR"	"05035"	"2021 "	"2021"	58	47525	122.0410	92.6706	157.7661	16.0248	0.0078%
	"Cross County, AR"	"05037"	"2018"	"2018"	17	16676	Unreliable	59.3858	163.2208	24.7248	0.0023%
	"Cross County, AR"	"05037"	"2019"	"2019"	10	16419	Unreliable	29.2064	112.0068	19.2599	0.0013%
	"Cross County, AR"	"05037"	"2020"	"2020"	18	16142	Unreliable	66.0877	176.2343	26.2832	0.0024%
	"Cross County, AR"	"05037"	"2021 "	"2021"	10	16681	Unreliable	28.7477	110.2476	18.9574	0.0013%
	"Faulkner County, AR"	"05045"	"2018"	"2018"	55	124806	44.0684	33.1985	57.3612	5.9422	0.0074%
	"Faulkner County, AR"	"05045"	"2019"	"2019"	44	126007	34.9187	25.3719	46.8766	5.2642	0.0059%
	"Faulkner County, AR"	"05045"	"2020"	"2020"	60	126919	47.2742	36.0754	60.8514	6.1031	0.0081%
	"Faulkner County, AR"	"05045"	"2021 "	"2021"	53	125106	42.3641	31.7337	55.4131	5.8192	0.0071%
	"Fulton County, AR"	"05049"	"2018"	"2018"	18	12269	Unreliable	86.9499	231.8668	34.5802	0.0024%
	"Fulton County, AR"	"05049"	"2019"	"2019"	12	12477	Unreliable	49.6956	168.0019	27.7639	0.0016%
	"Fulton County, AR"	"05049"	"2020"	"2020"	11	12381	Unreliable	44.3518	158.9700	26.7880	0.0015%
	"Garland County, AR"	"05051"	"2018"	"2018"	64	99154	64.5461	49.7082	82.4240	8.0683	0.0086%
	"Garland County, AR"	"05051"	"2019"	"2019"	56	99386	56.3460	42.5632	73.1697	7.5295	0.0075%
	"Garland County, AR"	"05051"	"2020"	"2020"	58	99789	58.1226	44.1348	75.1369	7.6319	0.0078%
	"Garland County, AR"	"05051"	"2021 "	"2021"	55	100330	54.8191	41.2974	71.3547	7.3918	0.0074%
	"Grant County, AR"	"05053"	"2021 "	"2021"	11	18090	Unreliable	30.3549	108.8009	18.3340	0.0015%
	"Greene County, AR"	"05055"	"2018"	"2018"	29	45325	63.9823	42.8503	91.8895	11.8812	0.0039%
	"Greene County, AR"	"05055"	"2019"	"2019"	30	45325	66.1886	44.6575	94.4883	12.0843	0.0040%
	"Greene County, AR"	"05055"	"2020"	"2020"	32	45597	70.1801	48.0032	99.0732	12.4062	0.0043%
	"Greene County, AR"	"05055"	"2021 "	"2021"	56	46317	120.9059	91.3311	157.0060	16.1567	0.0075%
	"Hempstead County, AR"	"05057"	"2021 "	"2021"	14	19694	Unreliable	38.8643	119.2730	18.9990	0.0019%
	"Hot Spring County, AR"	"05059"	"2018"	"2018"	19	33701	Unreliable	33.9436	88.0412	12.9340	0.0026%
	"Hot Spring County, AR"	"05059"	"2019"	"2019"	17	33771	Unreliable	29.3245	80.5979	12.2090	0.0023%
	"Hot Spring County, AR"	"05059"	"2020"	"2020"	24	33787	71.0332	45.5124	105.6918	14.4996	0.0032%
	"Hot Spring County, AR"	"05059"	"2021 "	"2021"	22	33148	66.3690	41.5928	100.4833	14.1499	0.0030%
	"Independence County, AR"	"05063"	"2018"	"2018"	16	37678	Unreliable	24.2726	68.9608	10.6163	0.0022%
	"Independence County, AR"	"05063"	"2019"	"2019"	13	37825	Unreliable	18.3000	58.7717	9.5322	0.0017%
	"Independence County, AR"	"05063"	"2020"	"2020"	16	37757	Unreliable	24.2218	68.8165	10.5941	0.0022%
	"Independence County, AR"	"05063"	"2021 "	"2021"	19	37723	Unreliable	30.3246	78.6543	11.5550	0.0026%
	"Izard County, AR"	"05065"	"2018"	"2018"	16	13593	Unreliable	67.2805	191.1502	29.4269	0.0022%
	"Izard County, AR"	"05065"	"2019"	"2019"	12	13629	Unreliable	45.4950	153.8015	25.4171	0.0016%
	"Izard County, AR"	"05065"	"2021 "	"2021"	14	13911	Unreliable	55.0208	168.8564	26.8971	0.0019%
	"Jackson County, AR"	"05067"	"2018"	"2018"	14	16811	Unreliable	45.5294	139.7277	22.2572	0.0019%
	"Jackson County, AR"	"05067"	"2019"	"2019"	15	16719	Unreliable	50.2144	147.9769	23.1652	0.0020%
	"Jackson County, AR"	"05067"	"2020"	"2020"	28	16636	168.3097	111.8401	243.2546	31.8075	0.0038%
	"Jackson County, AR"	"05067"	"2021 "	"2021"	12	16811	Unreliable	36.8837	124.6898	20.6062	0.0016%
	"Jefferson County, AR"	"05069"	"2018"	"2018"	30	68114	44.0438	29.7164	62.8752	8.0413	0.0040%
	"Jefferson County, AR"	"05069"	"2019"	"2019"	39	66824	58.3623	41.5014	79.7830	9.3454	0.0052%
	"Jefferson County, AR"	"05069"	"2020"	"2020"	41	65377	62.7132	45.0042	85.0773	9.7942	0.0055%
	"Jefferson County, AR"	"05069"	"2021 "	"2021"	26	65861	39.4771	25.7876	57.8430	7.7421	0.0035%
	"Johnson County, AR"	"05071"	"2020"	"2020"	12	26513	Unreliable	23.3867	79.0616	13.0657	0.0016%
	"Johnson County, AR"	"05071"	"2021 "	"2021"	16	25845	Unreliable	35.3857	100.5341	15.4769	0.0022%
	"Lawrence County, AR"	"05075"	"2019"	"2019"	11	16406	Unreliable	33.4707	119.9688	20.2159	0.0015%
	"Lawrence County, AR"	"05075"	"2020"	"2020"	19	16410	Unreliable	69.7095	180.8091	26.5625	0.0026%
	"Lawrence County, AR"	"05075"	"2021 "	"2021"	14	16292	Unreliable	46.9797	144.1789	22.9662	0.0019%
	"Little River County, AR"	"05081"	"2020"	"2020"	16	12180	Unreliable	75.0857	213.3255	32.8407	0.0022%
	"Logan County, AR"	"05083"	"2019"	"2019"	14	21466	Unreliable	35.6561	109.4271	17.4306	0.0019%
	"Logan County, AR"	"05083"	"2020"	"2020"	17	21410	Unreliable	46.2549	127.1308	19.2578	0.0023%
	"Logan County, AR"	"05083"	"2021 "	"2021"	16	21215	Unreliable	43.1084	122.4749	18.8546	0.0022%
	"Lonoke County, AR"	"05085"	"2018"	"2018"	35	73657	47.5175	33.0979	66.0855	8.0319	0.0047%
	"Lonoke County, AR"	"05085"	"2019"	"2019"	21	73309	28.6459	17.7324	43.7884	6.2510	0.0028%
	"Lonoke County, AR"	"05085"	"2020"	"2020"	23	73921	31.1143	19.7237	46.6867	6.4878	0.0031%
	"Lonoke County, AR"	"05085"	"2021 "	"2021"	36	74722	48.1786	33.7438	66.6994	8.0298	0.0048%
	"Madison County, AR"	"05087"	"2018"	"2018"	10	16481	Unreliable	29.0965	111.5855	19.1874	0.0013%
	"Madison County, AR"	"05087"	"2020"	"2020"	10	16644	Unreliable	28.8116	110.4927	18.9995	0.0013%
	"Madison County, AR"	"05087"	"2021 "	"2021"	13	16960	Unreliable	40.8136	131.0754	21.2591	0.0017%
	"Marion County, AR"	"05089"	"2018"	"2018"	11	16722	Unreliable	32.8382	117.7017	19.8339	0.0015%
	"Marion County, AR"	"05089"	"2019"	"2019"	12	16694	Unreliable	37.1422	125.5637	20.7506	0.0016%
	"Marion County, AR"	"05089"	"2020"	"2020"	12	16790	Unreliable	36.9298	124.8457	20.6319	0.0016%
	"Marion County, AR"	"05089"	"2021 "	"2021"	11	16978	Unreliable	32.3430	115.9270	19.5348	0.0015%
	"Miller County, AR"	"05091"	"2018"	"2018"	16	43592	Unreliable	20.9796	59.6051	9.1760	0.0022%
	"Miller County, AR"	"05091"	"2020"	"2020"	20	43177	46.3210	28.2942	71.5390	10.3577	0.0027%
	"Miller County, AR"	"05091"	"2021 "	"2021"	15	42649	Unreliable	19.6848	58.0090	9.0811	0.0020%
	"Mississippi County, AR"	"05093"	"2018"	"2018"	20	41239	48.4978	29.6239	74.9009	10.8444	0.0027%
	"Mississippi County, AR"	"05093"	"2019"	"2019"	20	40651	49.1993	30.0524	75.9844	11.0013	0.0027%
	"Mississippi County, AR"	"05093"	"2020"	"2020"	33	40066	82.3641	56.6953	115.6697	14.3377	0.0044%
	"Mississippi County, AR"	"05093"	"2021 "	"2021"	17	39661	Unreliable	24.9696	68.6284	10.3959	0.0023%
	"Montgomery County, AR"	"05097"	"2018"	"2018"	16	8924	Unreliable	102.4814	291.1591	44.8229	0.0022%
	"Montgomery County, AR"	"05097"	"2019"	"2019"	12	8986	Unreliable	69.0020	233.2695	38.5500	0.0016%
	"Montgomery County, AR"	"05097"	"2020"	"2020"	10	9006	Unreliable	53.2467	204.2016	35.1130	0.0013%
	"Ouachita County, AR"	"05103"	"2018"	"2018"	14	23606	Unreliable	32.4237	99.5070	15.8505	0.0019%
	"Ouachita County, AR"	"05103"	"2019"	"2019"	10	23382	Unreliable	20.5089	78.6520	13.5244	0.0013%
	"Ouachita County, AR"	"05103"	"2020"	"2020"	17	23167	Unreliable	42.7469	117.4891	17.7973	0.0023%
	"Ouachita County, AR"	"05103"	"2021 "	"2021"	10	22306	Unreliable	21.4983	82.4460	14.1768	0.0013%
	"Perry County, AR"	"05105"	"2020"	"2020"	10	10327	Unreliable	46.4356	178.0808	30.6215	0.0013%
	"Perry County, AR"	"05105"	"2021 "	"2021"	11	9964	Unreliable	55.1104	197.5319	33.2861	0.0015%
	"Phillips County, AR"	"05107"	"2018"	"2018"	15	18029	Unreliable	46.5658	137.2247	21.4820	0.0020%
	"Phillips County, AR"	"05107"	"2020"	"2020"	15	17299	Unreliable	48.5308	143.0155	22.3885	0.0020%
	"Phillips County, AR"	"05107"	"2021 "	"2021"	12	15906	Unreliable	38.9823	131.7842	21.7786	0.0016%
	"Poinsett County, AR"	"05111"	"2018"	"2018"	16	23974	Unreliable	38.1473	108.3801	16.6847	0.0022%
	"Poinsett County, AR"	"05111"	"2019"	"2019"	25	23528	106.2564	68.7638	156.8557	21.2513	0.0034%
	"Poinsett County, AR"	"05111"	"2020"	"2020"	30	23283	128.8494	86.9347	183.9402	23.5246	0.0040%
	"Poinsett County, AR"	"05111"	"2021 "	"2021"	27	22660	119.1527	78.5228	173.3612	22.9309	0.0036%
	"Polk County, AR"	"05113"	"2019"	"2019"	11	19964	Unreliable	27.5055	98.5879	16.6130	0.0015%
	"Polk County, AR"	"05113"	"2020"	"2020"	17	19707	Unreliable	50.2521	138.1169	20.9220	0.0023%
	"Polk County, AR"	"05113"	"2021 "	"2021"	12	19353	Unreliable	32.0391	108.3119	17.8996	0.0016%
	"Pope County, AR"	"05115"	"2018"	"2018"	38	64000	59.3750	42.0173	81.4969	9.6319	0.0051%
	"Pope County, AR"	"05115"	"2019"	"2019"	30	64072	46.8223	31.5910	66.8417	8.5485	0.0040%
	"Pope County, AR"	"05115"	"2020"	"2020"	29	64334	45.0773	30.1891	64.7386	8.3706	0.0039%
	"Pope County, AR"	"05115"	"2021 "	"2021"	25	63789	39.1917	25.3629	57.8548	7.8383	0.0034%
	"Pulaski County, AR"	"05119"	"2018"	"2018"	149	392680	37.9444	31.8517	44.0371	3.1085	0.0200%
	"Pulaski County, AR"	"05119"	"2019"	"2019"	154	391911	39.2946	33.0884	45.5009	3.1665	0.0207%
	"Pulaski County, AR"	"05119"	"2020"	"2020"	167	392980	42.4958	36.0505	48.9411	3.2884	0.0224%
	"Pulaski County, AR"	"05119"	"2021 "	"2021"	148	397821	37.2027	31.2089	43.1964	3.0580	0.0199%
	"Randolph County, AR"	"05121"	"2018"	"2018"	20	17948	111.4330	68.0666	172.0994	24.9172	0.0027%
	"Randolph County, AR"	"05121"	"2019"	"2019"	15	17958	Unreliable	46.7499	137.7673	21.5669	0.0020%
	"Randolph County, AR"	"05121"	"2020"	"2020"	22	18247	120.5678	75.5586	182.5408	25.7051	0.0030%
	"Randolph County, AR"	"05121"	"2021 "	"2021"	18	18865	Unreliable	56.5485	150.7964	22.4895	0.0024%
	"St. Francis County, AR"	"05123"	"2020"	"2020"	10	24682	Unreliable	19.4287	74.5094	12.8121	0.0013%
	"Saline County, AR"	"05125"	"2018"	"2018"	52	121421	42.8262	31.9847	56.1610	5.9389	0.0070%
	"Saline County, AR"	"05125"	"2019"	"2019"	54	122437	44.1043	33.1325	57.5464	6.0018	0.0073%
	"Saline County, AR"	"05125"	"2020"	"2020"	65	123968	52.4329	40.4667	66.8299	6.5035	0.0087%
	"Saline County, AR"	"05125"	"2021 "	"2021"	62	125233	49.5077	37.9571	63.4664	6.2875	0.0083%
	"Sebastian County, AR"	"05131"	"2018"	"2018"	49	127753	38.3553	28.3756	50.7076	5.4793	0.0066%
	"Sebastian County, AR"	"05131"	"2019"	"2019"	38	127827	29.7277	21.0371	40.8036	4.8225	0.0051%
	"Sebastian County, AR"	"05131"	"2020"	"2020"	63	127590	49.3769	37.9427	63.1743	6.2209	0.0085%
	"Sebastian County, AR"	"05131"	"2021 "	"2021"	53	128400	41.2773	30.9196	53.9915	5.6699	0.0071%
	"Sevier County, AR"	"05133"	"2021 "	"2021"	12	15783	Unreliable	39.2861	132.8113	21.9483	0.0016%
	"Sharp County, AR"	"05135"	"2018"	"2018"	15	17366	Unreliable	48.3436	142.4637	22.3021	0.0020%
	"Sharp County, AR"	"05135"	"2019"	"2019"	15	17442	Unreliable	48.1330	141.8430	22.2049	0.0020%
