"Notes"	"County"	"County Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Faulkner County, AR"	"05045"	"Black or African American"	"2054-5"	21	61974	33.8852	20.9756	51.7972	7.3944	0.0020%
	"Faulkner County, AR"	"05045"	"White"	"2106-3"	487	419107	116.1994	105.8791	126.5198	5.2655	0.0453%
	"Franklin County, AR"	"05047"	"White"	"2106-3"	114	66589	171.1994	139.7722	202.6267	16.0343	0.0106%
	"Fulton County, AR"	"05049"	"White"	"2106-3"	96	47331	202.8269	164.2898	247.6861	20.7009	0.0089%
	"Garland County, AR"	"05051"	"Black or African American"	"2054-5"	27	35045	77.0438	50.7726	112.0949	14.8271	0.0025%
	"Garland County, AR"	"05051"	"White"	"2106-3"	659	346432	190.2249	175.7011	204.7487	7.4101	0.0613%
	"Grant County, AR"	"05053"	"White"	"2106-3"	99	68989	143.5011	116.6305	174.7069	14.4224	0.0092%
	"Greene County, AR"	"05055"	"White"	"2106-3"	298	173599	171.6600	152.1697	191.1502	9.9440	0.0277%
	"Hempstead County, AR"	"05057"	"Black or African American"	"2054-5"	15	25631	Unreliable	32.7547	96.5247	15.1105	0.0014%
	"Hempstead County, AR"	"05057"	"White"	"2106-3"	91	55291	164.5837	132.5130	202.0726	17.2531	0.0085%
	"Hot Spring County, AR"	"05059"	"Black or African American"	"2054-5"	13	15117	Unreliable	45.7894	147.0556	23.8510	0.0012%
	"Hot Spring County, AR"	"05059"	"White"	"2106-3"	189	114913	164.4723	141.0236	187.9209	11.9636	0.0176%
	"Howard County, AR"	"05061"	"Black or African American"	"2054-5"	10	11045	Unreliable	43.4169	166.5043	28.6309	0.0009%
	"Howard County, AR"	"05061"	"White"	"2106-3"	67	39169	171.0536	132.5649	217.2313	20.8975	0.0062%
	"Independence County, AR"	"05063"	"White"	"2106-3"	185	141502	130.7402	111.9003	149.5801	9.6122	0.0172%
	"Izard County, AR"	"05065"	"White"	"2106-3"	127	51978	244.3341	201.8391	286.8292	21.6811	0.0118%
	"Jackson County, AR"	"05067"	"Black or African American"	"2054-5"	11	11702	Unreliable	46.9253	168.1942	28.3424	0.0010%
	"Jackson County, AR"	"05067"	"White"	"2106-3"	110	52973	207.6530	168.8470	246.4589	19.7989	0.0102%
	"Jefferson County, AR"	"05069"	"Black or African American"	"2054-5"	75	152788	49.0876	38.6104	61.5318	5.6682	0.0070%
	"Jefferson County, AR"	"05069"	"White"	"2106-3"	190	105785	179.6096	154.0703	205.1489	13.0302	0.0177%
	"Johnson County, AR"	"05071"	"White"	"2106-3"	130	96445	134.7919	111.6207	157.9630	11.8220	0.0121%
	"Lafayette County, AR"	"05073"	"White"	"2106-3"	42	15998	262.5328	189.2100	354.8682	40.5097	0.0039%
	"Lawrence County, AR"	"05075"	"White"	"2106-3"	138	63084	218.7559	182.2573	255.2546	18.6217	0.0128%
	"Lee County, AR"	"05077"	"Black or African American"	"2054-5"	24	18910	126.9170	81.3182	188.8423	25.9068	0.0022%
	"Lee County, AR"	"05077"	"White"	"2106-3"	26	15131	171.8327	112.2462	251.7744	33.6992	0.0024%
	"Lincoln County, AR"	"05079"	"White"	"2106-3"	58	35389	163.8927	124.4503	211.8691	21.5202	0.0054%
	"Little River County, AR"	"05081"	"White"	"2106-3"	91	36696	247.9834	199.6614	304.4691	25.9957	0.0085%
	"Logan County, AR"	"05083"	"White"	"2106-3"	162	79950	202.6266	171.4237	233.8296	15.9199	0.0151%
	"Lonoke County, AR"	"05085"	"Black or African American"	"2054-5"	10	18911	Unreliable	25.3577	97.2471	16.7219	0.0009%
	"Lonoke County, AR"	"05085"	"White"	"2106-3"	268	264943	101.1538	89.0431	113.2646	6.1790	0.0249%
	"Madison County, AR"	"05087"	"White"	"2106-3"	56	62613	89.4383	67.5608	116.1428	11.9517	0.0052%
	"Marion County, AR"	"05089"	"White"	"2106-3"	141	64144	219.8179	183.5344	256.1014	18.5120	0.0131%
	"Miller County, AR"	"05091"	"Black or African American"	"2054-5"	22	44059	49.9330	31.2925	75.5991	10.6458	0.0020%
	"Miller County, AR"	"05091"	"White"	"2106-3"	192	122366	156.9063	134.7118	179.1009	11.3237	0.0179%
	"Mississippi County, AR"	"05093"	"Black or African American"	"2054-5"	34	57823	58.8001	40.7209	82.1673	10.0841	0.0032%
	"Mississippi County, AR"	"05093"	"White"	"2106-3"	154	99613	154.5983	130.1808	179.0158	12.4579	0.0143%
	"Monroe County, AR"	"05095"	"Black or African American"	"2054-5"	13	10821	Unreliable	63.9680	205.4375	33.3199	0.0012%
	"Monroe County, AR"	"05095"	"White"	"2106-3"	31	15017	206.4327	140.2607	293.0147	37.0764	0.0029%
	"Montgomery County, AR"	"05097"	"White"	"2106-3"	73	33331	219.0153	171.6730	275.3789	25.6338	0.0068%
	"Nevada County, AR"	"05099"	"White"	"2106-3"	39	21929	177.8467	126.4668	243.1218	28.4783	0.0036%
	"Newton County, AR"	"05101"	"White"	"2106-3"	59	28844	204.5486	155.7126	263.8534	26.6300	0.0055%
	"Ouachita County, AR"	"05103"	"Black or African American"	"2054-5"	42	37107	113.1862	81.5744	152.9949	17.4650	0.0039%
	"Ouachita County, AR"	"05103"	"White"	"2106-3"	146	52345	278.9187	233.6751	324.1623	23.0835	0.0136%
	"Perry County, AR"	"05105"	"White"	"2106-3"	55	38798	141.7599	106.7934	184.5203	19.1149	0.0051%
	"Phillips County, AR"	"05107"	"Black or African American"	"2054-5"	36	43028	83.6664	58.5991	115.8295	13.9444	0.0033%
	"Phillips County, AR"	"05107"	"White"	"2106-3"	77	24431	315.1733	248.7285	393.9131	35.9173	0.0072%
	"Pike County, AR"	"05109"	"White"	"2106-3"	95	38864	244.4422	197.7684	298.8183	25.0792	0.0088%
	"Poinsett County, AR"	"05111"	"White"	"2106-3"	177	83083	213.0400	181.6544	244.4256	16.0131	0.0165%
	"Polk County, AR"	"05113"	"White"	"2106-3"	145	74063	195.7793	163.9124	227.6461	16.2586	0.0135%
	"Pope County, AR"	"05115"	"White"	"2106-3"	297	235748	125.9820	111.6540	140.3100	7.3102	0.0276%
	"Prairie County, AR"	"05117"	"White"	"2106-3"	51	27954	182.4426	135.8413	239.8792	25.5471	0.0047%
	"Pulaski County, AR"	"05119"	"Black or African American"	"2054-5"	291	598613	48.6124	43.0269	54.1978	2.8497	0.0271%
	"Pulaski County, AR"	"05119"	"White"	"2106-3"	1078	896717	120.2163	113.0398	127.3928	3.6615	0.1003%
	"Randolph County, AR"	"05121"	"White"	"2106-3"	139	68407	203.1956	169.4153	236.9758	17.2348	0.0129%
	"St. Francis County, AR"	"05123"	"Black or African American"	"2054-5"	35	51774	67.6015	47.0871	94.0175	11.4267	0.0033%
	"St. Francis County, AR"	"05123"	"White"	"2106-3"	61	42831	142.4202	108.9401	182.9445	18.2350	0.0057%
	"Saline County, AR"	"05125"	"Black or African American"	"2054-5"	10	42554	Unreliable	11.2690	43.2166	7.4312	0.0009%
	"Saline County, AR"	"05125"	"White"	"2106-3"	505	432222	116.8381	106.6476	127.0286	5.1992	0.0470%
	"Scott County, AR"	"05127"	"White"	"2106-3"	71	36875	192.5424	150.3775	242.8652	22.8506	0.0066%
	"Searcy County, AR"	"05129"	"White"	"2106-3"	60	29983	200.1134	152.7085	257.5860	25.8345	0.0056%
	"Sebastian County, AR"	"05131"	"Black or African American"	"2054-5"	32	35765	89.4729	61.1995	126.3090	15.8167	0.0030%
	"Sebastian County, AR"	"05131"	"White"	"2106-3"	530	418199	126.7339	115.9442	137.5237	5.5050	0.0493%
	"Sevier County, AR"	"05133"	"White"	"2106-3"	89	58431	152.3164	122.3223	187.4390	16.1455	0.0083%
	"Sharp County, AR"	"05135"	"White"	"2106-3"	142	66502	213.5274	178.4065	248.6483	17.9188	0.0132%
	"Stone County, AR"	"05137"	"White"	"2106-3"	119	48223	246.7702	202.4323	291.1081	22.6214	0.0111%
	"Union County, AR"	"05139"	"Black or African American"	"2054-5"	48	50998	94.1213	69.3975	124.7908	13.5852	0.0045%
	"Union County, AR"	"05139"	"White"	"2106-3"	175	98683	177.3355	151.0611	203.6099	13.4053	0.0163%
	"Van Buren County, AR"	"05141"	"White"	"2106-3"	155	62677	247.2996	208.3670	286.2323	19.8636	0.0144%
	"Washington County, AR"	"05143"	"White"	"2106-3"	401	835277	48.0080	43.3091	52.7069	2.3974	0.0373%
	"White County, AR"	"05145"	"White"	"2106-3"	426	287290	148.2822	134.2010	162.3634	7.1843	0.0396%
	"Woodruff County, AR"	"05147"	"Black or African American"	"2054-5"	13	6559	Unreliable	105.5341	338.9296	54.9711	0.0012%
	"Woodruff County, AR"	"05147"	"White"	"2106-3"	47	17858	263.1874	193.3795	349.9839	38.3898	0.0044%
	"Yell County, AR"	"05149"	"White"	"2106-3"	127	78795	161.1777	133.1454	189.2101	14.3022	0.0118%
	"Alameda County, CA"	"06001"	"Asian"	"A"	631	2178787	28.9611	26.7013	31.2208	1.1529	0.0587%
	"Alameda County, CA"	"06001"	"Black or African American"	"2054-5"	563	726618	77.4823	71.0819	83.8826	3.2655	0.0524%
	"Alameda County, CA"	"06001"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	24	63146	38.0072	24.3519	56.5516	7.7582	0.0022%
	"Alameda County, CA"	"06001"	"White"	"2106-3"	2057	3245096	63.3880	60.6486	66.1273	1.3976	0.1913%
	"Alameda County, CA"	"06001"	"More than one race"	"M"	50	363021	13.7733	10.2228	18.1585	1.9478	0.0047%
	"Amador County, CA"	"06005"	"White"	"2106-3"	177	143500	123.3449	105.1734	141.5164	9.2712	0.0165%
	"Butte County, CA"	"06007"	"Asian"	"A"	15	44459	Unreliable	18.8834	55.6473	8.7114	0.0014%
	"Butte County, CA"	"06007"	"White"	"2106-3"	876	744143	117.7193	109.9237	125.5149	3.9774	0.0815%
	"Butte County, CA"	"06007"	"More than one race"	"M"	14	41066	Unreliable	18.6381	57.1997	9.1113	0.0013%
	"Calaveras County, CA"	"06009"	"White"	"2106-3"	209	167058	125.1063	108.1448	142.0677	8.6538	0.0194%
	"Colusa County, CA"	"06011"	"White"	"2106-3"	58	78747	73.6536	55.9281	95.2142	9.6712	0.0054%
	"Contra Costa County, CA"	"06013"	"Asian"	"A"	255	860092	29.6480	26.0090	33.2870	1.8566	0.0237%
	"Contra Costa County, CA"	"06013"	"Black or African American"	"2054-5"	268	440287	60.8694	53.5817	68.1570	3.7182	0.0249%
	"Contra Costa County, CA"	"06013"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	10	28167	Unreliable	17.0249	65.2906	11.2269	0.0009%
	"Contra Costa County, CA"	"06013"	"White"	"2106-3"	2175	2984217	72.8834	69.8204	75.9465	1.5628	0.2023%
	"Contra Costa County, CA"	"06013"	"More than one race"	"M"	53	256253	20.6827	15.4928	27.0534	2.8410	0.0049%
	"Del Norte County, CA"	"06015"	"American Indian or Alaska Native"	"1002-5"	12	10749	Unreliable	57.6846	195.0098	32.2272	0.0011%
	"Del Norte County, CA"	"06015"	"White"	"2106-3"	133	87094	152.7086	126.7552	178.6619	13.2415	0.0124%
	"El Dorado County, CA"	"06017"	"Asian"	"A"	15	38149	Unreliable	22.0067	64.8516	10.1523	0.0014%
	"El Dorado County, CA"	"06017"	"White"	"2106-3"	582	680054	85.5814	78.6284	92.5345	3.5475	0.0541%
	"Fresno County, CA"	"06019"	"American Indian or Alaska Native"	"1002-5"	18	122665	Unreliable	8.6968	23.1914	3.4587	0.0017%
	"Fresno County, CA"	"06019"	"Asian"	"A"	203	454672	44.6476	38.5056	50.7895	3.1336	0.0189%
	"Fresno County, CA"	"06019"	"Black or African American"	"2054-5"	136	234471	58.0029	48.2544	67.7514	4.9737	0.0127%
	"Fresno County, CA"	"06019"	"White"	"2106-3"	2112	3054095	69.1531	66.2037	72.1024	1.5048	0.1965%
	"Fresno County, CA"	"06019"	"More than one race"	"M"	25	130484	19.1594	12.3990	28.2832	3.8319	0.0023%
	"Glenn County, CA"	"06021"	"White"	"2106-3"	111	101043	109.8542	89.4175	130.2909	10.4269	0.0103%
	"Humboldt County, CA"	"06023"	"American Indian or Alaska Native"	"1002-5"	28	34655	80.7964	53.6884	116.7735	15.2691	0.0026%
	"Humboldt County, CA"	"06023"	"White"	"2106-3"	439	451098	97.3181	88.2144	106.4218	4.6447	0.0408%
	"Imperial County, CA"	"06025"	"White"	"2106-3"	392	651409	60.1772	54.2200	66.1345	3.0394	0.0365%
	"Inyo County, CA"	"06027"	"American Indian or Alaska Native"	"1002-5"	12	10024	Unreliable	61.8567	209.1141	34.5581	0.0011%
	"Inyo County, CA"	"06027"	"White"	"2106-3"	90	58146	154.7828	124.4639	190.2544	16.3155	0.0084%
	"Kern County, CA"	"06029"	"American Indian or Alaska Native"	"1002-5"	27	97628	27.6560	18.2256	40.2381	5.3224	0.0025%
	"Kern County, CA"	"06029"	"Asian"	"A"	89	198044	44.9395	36.0900	55.3021	4.7636	0.0083%
	"Kern County, CA"	"06029"	"Black or African American"	"2054-5"	133	227299	58.5132	48.5687	68.4578	5.0737	0.0124%
	"Kern County, CA"	"06029"	"White"	"2106-3"	2291	2965301	77.2603	74.0966	80.4240	1.6141	0.2131%
	"Kern County, CA"	"06029"	"More than one race"	"M"	43	117703	36.5326	26.4387	49.2091	5.5712	0.0040%
	"Kings County, CA"	"06031"	"Asian"	"A"	12	27132	Unreliable	22.8532	77.2579	12.7676	0.0011%
	"Kings County, CA"	"06031"	"Black or African American"	"2054-5"	12	45106	Unreliable	13.7466	46.4719	7.6799	0.0011%
	"Kings County, CA"	"06031"	"White"	"2106-3"	283	493350	57.3629	50.6796	64.0463	3.4099	0.0263%
	"Lake County, CA"	"06033"	"Black or African American"	"2054-5"	11	5423	Unreliable	101.2576	362.9371	61.1585	0.0010%
	"Lake County, CA"	"06033"	"White"	"2106-3"	337	227455	148.1612	132.3423	163.9800	8.0709	0.0313%
	"Lassen County, CA"	"06035"	"White"	"2106-3"	111	100818	110.0994	89.6171	130.5817	10.4502	0.0103%
	"Los Angeles County, CA"	"06037"	"American Indian or Alaska Native"	"1002-5"	73	582287	12.5368	9.8268	15.7631	1.4673	0.0068%
	"Los Angeles County, CA"	"06037"	"Asian"	"A"	2974	6193489	48.0182	46.2924	49.7440	0.8805	0.2766%
	"Los Angeles County, CA"	"06037"	"Black or African American"	"2054-5"	2723	3582257	76.0135	73.1584	78.8686	1.4567	0.2533%
	"Los Angeles County, CA"	"06037"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	47	146537	32.0738	23.5666	42.6514	4.6784	0.0044%
	"Los Angeles County, CA"	"06037"	"White"	"2106-3"	15962	28132156	56.7393	55.8591	57.6196	0.4491	1.4848%
	"Los Angeles County, CA"	"06037"	"More than one race"	"M"	169	1280489	13.1981	11.2082	15.1879	1.0152	0.0157%
	"Madera County, CA"	"06039"	"Black or African American"	"2054-5"	19	26629	Unreliable	42.9582	111.4228	16.3690	0.0018%
	"Madera County, CA"	"06039"	"White"	"2106-3"	421	542050	77.6681	70.2489	85.0873	3.7853	0.0392%
	"Marin County, CA"	"06041"	"Asian"	"A"	16	69187	Unreliable	13.2184	37.5548	5.7814	0.0015%
	"Marin County, CA"	"06041"	"Black or African American"	"2054-5"	15	29627	Unreliable	28.3368	83.5058	13.0725	0.0014%
	"Marin County, CA"	"06041"	"White"	"2106-3"	584	881561	66.2461	60.8732	71.6190	2.7413	0.0543%
	"Mariposa County, CA"	"06043"	"White"	"2106-3"	61	61510	99.1709	75.8578	127.3889	12.6975	0.0057%
	"Mendocino County, CA"	"06045"	"White"	"2106-3"	304	302184	100.6010	89.2920	111.9099	5.7699	0.0283%
	"Merced County, CA"	"06047"	"Asian"	"A"	32	88194	36.2836	24.8180	51.2216	6.4141	0.0030%
	"Merced County, CA"	"06047"	"Black or African American"	"2054-5"	33	44682	73.8552	50.8383	103.7201	12.8565	0.0031%
	"Merced County, CA"	"06047"	"White"	"2106-3"	594	915263	64.8994	59.6802	70.1186	2.6629	0.0553%
	"Modoc County, CA"	"06049"	"White"	"2106-3"	48	30788	155.9049	114.9518	206.7065	22.5029	0.0045%
	"Mono County, CA"	"06051"	"White"	"2106-3"	14	50845	Unreliable	15.0535	46.1985	7.3589	0.0013%
	"Monterey County, CA"	"06053"	"Asian"	"A"	63	117456	53.6371	41.2164	68.6249	6.7576	0.0059%
	"Monterey County, CA"	"06053"	"Black or African American"	"2054-5"	33	59968	55.0293	37.8795	77.2816	9.5794	0.0031%
	"Monterey County, CA"	"06053"	"White"	"2106-3"	824	1436436	57.3642	53.4474	61.2810	1.9984	0.0767%
	"Monterey County, CA"	"06053"	"More than one race"	"M"	10	67821	Unreliable	7.0707	27.1161	4.6627	0.0009%
	"Napa County, CA"	"06055"	"White"	"2106-3"	362	458501	78.9529	70.8196	87.0863	4.1497	0.0337%
	"Nevada County, CA"	"06057"	"White"	"2106-3"	403	374861	107.5065	97.0102	118.0029	5.3553	0.0375%
	"Orange County, CA"	"06059"	"American Indian or Alaska Native"	"1002-5"	24	132020	18.1791	11.6477	27.0490	3.7108	0.0022%
	"Orange County, CA"	"06059"	"Asian"	"A"	1045	2804536	37.2611	35.0019	39.5203	1.1526	0.0972%
	"Orange County, CA"	"06059"	"Black or African American"	"2054-5"	69	275379	25.0564	19.4954	31.7103	3.0164	0.0064%
	"Orange County, CA"	"06059"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	14	49259	Unreliable	15.5382	47.6859	7.5959	0.0013%
	"Orange County, CA"	"06059"	"White"	"2106-3"	5560	8968003	61.9982	60.3685	63.6279	0.8315	0.5172%
	"Orange County, CA"	"06059"	"More than one race"	"M"	52	467129	11.1318	8.3138	14.5979	1.5437	0.0048%
	"Placer County, CA"	"06061"	"Asian"	"A"	37	136917	27.0237	19.0271	37.2486	4.4427	0.0034%
	"Placer County, CA"	"06061"	"Black or African American"	"2054-5"	10	32057	Unreliable	14.9590	57.3678	9.8645	0.0009%
	"Placer County, CA"	"06061"	"White"	"2106-3"	1041	1341059	77.6252	72.9097	82.3408	2.4059	0.0968%
	"Placer County, CA"	"06061"	"More than one race"	"M"	15	74886	Unreliable	11.2108	33.0372	5.1718	0.0014%
	"Plumas County, CA"	"06063"	"White"	"2106-3"	74	69235	106.8824	83.9262	134.1812	12.4248	0.0069%
	"Riverside County, CA"	"06065"	"American Indian or Alaska Native"	"1002-5"	47	193361	24.3069	17.8597	32.3230	3.5455	0.0044%
	"Riverside County, CA"	"06065"	"Asian"	"A"	220	719086	30.5944	26.5516	34.6372	2.0627	0.0205%
	"Riverside County, CA"	"06065"	"Black or African American"	"2054-5"	353	723828	48.7685	43.6809	53.8560	2.5957	0.0328%
	"Riverside County, CA"	"06065"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	19	45637	Unreliable	25.0659	65.0147	9.5512	0.0018%
	"Riverside County, CA"	"06065"	"White"	"2106-3"	5619	7821786	71.8378	69.9594	73.7162	0.9583	0.5227%
	"Riverside County, CA"	"06065"	"More than one race"	"M"	71	365189	19.4420	15.1844	24.5233	2.3073	0.0066%
	"Sacramento County, CA"	"06067"	"American Indian or Alaska Native"	"1002-5"	24	98188	24.4429	15.6611	36.3691	4.9894	0.0022%
	"Sacramento County, CA"	"06067"	"Asian"	"A"	420	1079756	38.8977	35.1776	42.6178	1.8980	0.0391%
	"Sacramento County, CA"	"06067"	"Black or African American"	"2054-5"	330	677531	48.7063	43.4511	53.9614	2.6812	0.0307%
	"Sacramento County, CA"	"06067"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	29	81038	35.7857	23.9664	51.3943	6.6452	0.0027%
	"Sacramento County, CA"	"06067"	"White"	"2106-3"	3171	3885810	81.6046	78.7643	84.4450	1.4492	0.2950%
	"Sacramento County, CA"	"06067"	"More than one race"	"M"	66	418777	15.7602	12.1889	20.0509	1.9399	0.0061%
	"San Benito County, CA"	"06069"	"White"	"2106-3"	112	221558	50.5511	41.1889	59.9133	4.7766	0.0104%
	"San Bernardino County, CA"	"06071"	"American Indian or Alaska Native"	"1002-5"	42	185101	22.6903	16.3531	30.6707	3.5012	0.0039%
	"San Bernardino County, CA"	"06071"	"Asian"	"A"	231	712294	32.4304	28.2482	36.6126	2.1338	0.0215%
	"San Bernardino County, CA"	"06071"	"Black or African American"	"2054-5"	478	822063	58.1464	52.9337	63.3591	2.6596	0.0445%
	"San Bernardino County, CA"	"06071"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	15	42526	Unreliable	19.7417	58.1768	9.1073	0.0014%
	"San Bernardino County, CA"	"06071"	"White"	"2106-3"	4808	6655310	72.2431	70.2010	74.2851	1.0419	0.4473%
	"San Bernardino County, CA"	"06071"	"More than one race"	"M"	78	318287	24.5062	19.3712	30.5849	2.7748	0.0073%
	"San Diego County, CA"	"06073"	"American Indian or Alaska Native"	"1002-5"	39	177229	22.0054	15.6481	30.0821	3.5237	0.0036%
	"San Diego County, CA"	"06073"	"Asian"	"A"	426	1692489	25.1700	22.7798	27.5602	1.2195	0.0396%
	"San Diego County, CA"	"06073"	"Black or African American"	"2054-5"	290	737280	39.3338	34.8066	43.8609	2.3098	0.0270%
	"San Diego County, CA"	"06073"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	33	78920	41.8145	28.7830	58.7230	7.2790	0.0031%
	"San Diego County, CA"	"06073"	"White"	"2106-3"	5926	9987110	59.3365	57.8257	60.8473	0.7708	0.5513%
	"San Diego County, CA"	"06073"	"More than one race"	"M"	86	627162	13.7126	10.9683	16.9349	1.4787	0.0080%
	"San Francisco County, CA"	"06075"	"Asian"	"A"	605	1254242	48.2363	44.3926	52.0800	1.9611	0.0563%
	"San Francisco County, CA"	"06075"	"Black or African American"	"2054-5"	168	192432	87.3036	74.1018	100.5054	6.7356	0.0156%
	"San Francisco County, CA"	"06075"	"White"	"2106-3"	783	1800068	43.4984	40.4515	46.5452	1.5545	0.0728%
	"San Francisco County, CA"	"06075"	"More than one race"	"M"	15	158535	Unreliable	5.2956	15.6055	2.4430	0.0014%
	"San Joaquin County, CA"	"06077"	"American Indian or Alaska Native"	"1002-5"	15	62235	Unreliable	13.4898	39.7530	6.2232	0.0014%
	"San Joaquin County, CA"	"06077"	"Asian"	"A"	220	545543	40.3268	34.9979	45.6557	2.7188	0.0205%
	"San Joaquin County, CA"	"06077"	"Black or African American"	"2054-5"	193	255651	75.4935	64.8426	86.1445	5.4341	0.0180%
	"San Joaquin County, CA"	"06077"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	13	25882	Unreliable	26.7444	85.8913	13.9307	0.0012%
	"San Joaquin County, CA"	"06077"	"White"	"2106-3"	1864	2013159	92.5908	88.3874	96.7942	2.1446	0.1734%
	"San Joaquin County, CA"	"06077"	"More than one race"	"M"	48	169715	28.2827	20.8534	37.4986	4.0823	0.0045%
	"San Luis Obispo County, CA"	"06079"	"Asian"	"A"	11	45690	Unreliable	12.0184	43.0774	7.2590	0.0010%
	"San Luis Obispo County, CA"	"06079"	"White"	"2106-3"	819	1004013	81.5726	75.9859	87.1594	2.8504	0.0762%
	"San Mateo County, CA"	"06081"	"Asian"	"A"	276	940104	29.3585	25.8948	32.8221	1.7672	0.0257%
	"San Mateo County, CA"	"06081"	"Black or African American"	"2054-5"	50	83581	59.8222	44.4012	78.8684	8.4601	0.0047%
	"San Mateo County, CA"	"06081"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	12	44815	Unreliable	13.8358	46.7736	7.7298	0.0011%
	"San Mateo County, CA"	"06081"	"White"	"2106-3"	1021	1789755	57.0469	53.5477	60.5462	1.7853	0.0950%
	"San Mateo County, CA"	"06081"	"More than one race"	"M"	17	147462	Unreliable	6.7158	18.4581	2.7960	0.0016%
