"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Talladega County, AL"	"01121"	"2021 "	"2021"	124	81524	152.1024	125.3304	178.8745	13.6592	0.0115%
	"Tallapoosa County, AL"	"01123"	"2018"	"2018"	65	40497	160.5057	123.8751	204.5774	19.9083	0.0060%
	"Tallapoosa County, AL"	"01123"	"2019"	"2019"	69	40367	170.9317	132.9951	216.3243	20.5778	0.0064%
	"Tallapoosa County, AL"	"01123"	"2020"	"2020"	66	40133	164.4532	127.1881	209.2256	20.2428	0.0061%
	"Tallapoosa County, AL"	"01123"	"2021 "	"2021"	61	41023	148.6971	113.7414	191.0073	19.0387	0.0057%
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	230	208911	110.0947	95.8662	124.3232	7.2594	0.0214%
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	176	209355	84.0677	71.6475	96.4879	6.3368	0.0164%
	"Tuscaloosa County, AL"	"01125"	"2020"	"2020"	208	210758	98.6914	85.2791	112.1037	6.8430	0.0193%
	"Tuscaloosa County, AL"	"01125"	"2021 "	"2021"	177	227007	77.9712	66.4842	89.4581	5.8607	0.0165%
	"Walker County, AL"	"01127"	"2018"	"2018"	125	63711	196.1985	161.8034	230.5936	17.5485	0.0116%
	"Walker County, AL"	"01127"	"2019"	"2019"	124	63521	195.2110	160.8513	229.5708	17.5305	0.0115%
	"Walker County, AL"	"01127"	"2020"	"2020"	127	63143	201.1308	166.1497	236.1118	17.8475	0.0118%
	"Walker County, AL"	"01127"	"2021 "	"2021"	109	64818	168.1632	136.5932	199.7331	16.1071	0.0101%
	"Washington County, AL"	"01129"	"2018"	"2018"	13	16378	Unreliable	42.2639	135.7332	22.0146	0.0012%
	"Washington County, AL"	"01129"	"2019"	"2019"	31	16326	189.8812	129.0148	269.5211	34.1037	0.0029%
	"Washington County, AL"	"01129"	"2020"	"2020"	20	15976	125.1878	76.4685	193.3425	27.9928	0.0019%
	"Washington County, AL"	"01129"	"2021 "	"2021"	14	15147	Unreliable	50.5311	155.0777	24.7023	0.0013%
	"Wilcox County, AL"	"01131"	"2018"	"2018"	12	10627	Unreliable	58.3469	197.2485	32.5972	0.0011%
	"Winston County, AL"	"01133"	"2018"	"2018"	52	23660	219.7802	164.1429	288.2132	30.4780	0.0048%
	"Winston County, AL"	"01133"	"2019"	"2019"	44	23629	186.2119	135.3015	249.9801	28.0725	0.0041%
	"Winston County, AL"	"01133"	"2020"	"2020"	40	23508	170.1548	121.5603	231.7032	26.9038	0.0037%
	"Winston County, AL"	"01133"	"2021 "	"2021"	33	23652	139.5231	96.0407	195.9420	24.2879	0.0031%
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	142	291538	48.7072	40.6959	56.7185	4.0874	0.0132%
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	127	288000	44.0972	36.4278	51.7667	3.9130	0.0118%
	"Anchorage Borough, AK"	"02020"	"2020"	"2020"	127	287095	44.2362	36.5426	51.9299	3.9253	0.0118%
	"Anchorage Borough, AK"	"02020"	"2021 "	"2021"	135	288121	46.8553	38.9513	54.7593	4.0327	0.0126%
	"Bethel Census Area, AK"	"02050"	"2018"	"2018"	12	18216	Unreliable	34.0389	115.0725	19.0168	0.0011%
	"Bethel Census Area, AK"	"02050"	"2020"	"2020"	15	18437	Unreliable	45.5353	134.1880	21.0066	0.0014%
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	46	98971	46.4783	34.0281	61.9955	6.8528	0.0043%
	"Fairbanks North Star Borough, AK"	"02090"	"2019"	"2019"	34	96849	35.1062	24.3121	49.0574	6.0207	0.0032%
	"Fairbanks North Star Borough, AK"	"02090"	"2020"	"2020"	31	95651	32.4095	22.0206	46.0027	5.8209	0.0029%
	"Fairbanks North Star Borough, AK"	"02090"	"2021 "	"2021"	45	95593	47.0746	34.3367	62.9895	7.0175	0.0042%
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	14	32113	Unreliable	23.8344	73.1468	11.6515	0.0013%
	"Juneau Borough, AK"	"02110"	"2019"	"2019"	18	31974	Unreliable	33.3642	88.9715	13.2690	0.0017%
	"Juneau Borough, AK"	"02110"	"2020"	"2020"	15	31849	Unreliable	26.3599	77.6798	12.1605	0.0014%
	"Juneau Borough, AK"	"02110"	"2021 "	"2021"	10	31973	Unreliable	14.9983	57.5185	9.8905	0.0009%
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	39	58533	66.6291	47.3799	91.0840	10.6692	0.0036%
	"Kenai Peninsula Borough, AK"	"02122"	"2019"	"2019"	39	58708	66.4305	47.2387	90.8124	10.6374	0.0036%
	"Kenai Peninsula Borough, AK"	"02122"	"2020"	"2020"	26	59414	43.7607	28.5858	64.1195	8.5822	0.0024%
	"Kenai Peninsula Borough, AK"	"02122"	"2021 "	"2021"	47	59767	78.6387	57.7806	104.5730	11.4706	0.0044%
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	12	13918	Unreliable	44.5504	150.6078	24.8894	0.0011%
	"Ketchikan Gateway Borough, AK"	"02130"	"2021 "	"2021"	12	13754	Unreliable	45.0816	152.4037	25.1861	0.0011%
	"Kodiak Island Borough, AK"	"02150"	"2020"	"2020"	11	12992	Unreliable	42.2660	151.4938	25.5282	0.0010%
	"Kodiak Island Borough, AK"	"02150"	"2021 "	"2021"	10	12787	Unreliable	37.5022	143.8211	24.7304	0.0009%
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	55	107610	51.1105	38.5036	66.5275	6.8917	0.0051%
	"Matanuska-Susitna Borough, AK"	"02170"	"2019"	"2019"	50	108317	46.1608	34.2615	60.8575	6.5281	0.0047%
	"Matanuska-Susitna Borough, AK"	"02170"	"2020"	"2020"	62	110213	56.2547	43.1299	72.1157	7.1444	0.0058%
	"Matanuska-Susitna Borough, AK"	"02170"	"2021 "	"2021"	56	110686	50.5936	38.2179	65.6998	6.7609	0.0052%
	"Nome Census Area, AK"	"02180"	"2020"	"2020"	10	9909	Unreliable	48.3944	185.5929	31.9132	0.0009%
	"Apache County, AZ"	"04001"	"2018"	"2018"	59	71818	82.1521	62.5383	105.9705	10.6953	0.0055%
	"Apache County, AZ"	"04001"	"2019"	"2019"	70	71887	97.3750	75.9087	123.0275	11.6385	0.0065%
	"Apache County, AZ"	"04001"	"2020"	"2020"	70	71875	97.3913	75.9214	123.0481	11.6405	0.0065%
	"Apache County, AZ"	"04001"	"2021 "	"2021"	73	65623	111.2415	87.1955	139.8695	13.0198	0.0068%
	"Cochise County, AZ"	"04003"	"2018"	"2018"	145	126770	114.3804	95.7628	132.9980	9.4988	0.0135%
	"Cochise County, AZ"	"04003"	"2019"	"2019"	173	125922	137.3866	116.9138	157.8594	10.4453	0.0161%
	"Cochise County, AZ"	"04003"	"2020"	"2020"	146	127450	114.5547	95.9727	133.1367	9.4806	0.0136%
	"Cochise County, AZ"	"04003"	"2021 "	"2021"	156	126050	123.7604	104.3392	143.1816	9.9088	0.0145%
	"Coconino County, AZ"	"04005"	"2018"	"2018"	70	142854	49.0011	38.1988	61.9099	5.8567	0.0065%
	"Coconino County, AZ"	"04005"	"2019"	"2019"	75	143476	52.2736	41.1163	65.5254	6.0360	0.0070%
	"Coconino County, AZ"	"04005"	"2020"	"2020"	84	142481	58.9552	47.0250	72.9907	6.4325	0.0078%
	"Coconino County, AZ"	"04005"	"2021 "	"2021"	71	145052	48.9480	38.2288	61.7410	5.8091	0.0066%
	"Gila County, AZ"	"04007"	"2018"	"2018"	102	53889	189.2780	152.5450	226.0109	18.7413	0.0095%
	"Gila County, AZ"	"04007"	"2019"	"2019"	80	54018	148.0988	117.4334	184.3223	16.5579	0.0074%
	"Gila County, AZ"	"04007"	"2020"	"2020"	74	54303	136.2724	107.0038	171.0777	15.8413	0.0069%
	"Gila County, AZ"	"04007"	"2021 "	"2021"	74	53589	138.0880	108.4295	173.3571	16.0524	0.0069%
	"Graham County, AZ"	"04009"	"2018"	"2018"	38	38072	99.8109	70.6322	136.9984	16.1915	0.0035%
	"Graham County, AZ"	"04009"	"2019"	"2019"	29	38837	74.6711	50.0087	107.2403	13.8661	0.0027%
	"Graham County, AZ"	"04009"	"2020"	"2020"	28	39211	71.4085	47.4503	103.2053	13.4949	0.0026%
	"Graham County, AZ"	"04009"	"2021 "	"2021"	31	39050	79.3854	53.9384	112.6812	14.2580	0.0029%
	"La Paz County, AZ"	"04012"	"2018"	"2018"	35	21098	165.8925	115.5508	230.7167	28.0410	0.0033%
	"La Paz County, AZ"	"04012"	"2019"	"2019"	32	21108	151.6013	103.6953	214.0155	26.7996	0.0030%
	"La Paz County, AZ"	"04012"	"2020"	"2020"	28	21480	130.3538	86.6188	188.3978	24.6346	0.0026%
	"La Paz County, AZ"	"04012"	"2021 "	"2021"	43	16408	262.0673	189.6581	353.0020	39.9649	0.0040%
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	3124	4410824	70.8258	68.3421	73.3094	1.2672	0.2906%
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	2955	4485414	65.8802	63.5048	68.2556	1.2119	0.2749%
	"Maricopa County, AZ"	"04013"	"2020"	"2020"	3259	4579081	71.1715	68.7279	73.6150	1.2467	0.3032%
	"Maricopa County, AZ"	"04013"	"2021 "	"2021"	2978	4496588	66.2280	63.8493	68.6067	1.2136	0.2770%
	"Mohave County, AZ"	"04015"	"2018"	"2018"	453	209550	216.1775	196.2700	236.0851	10.1569	0.0421%
	"Mohave County, AZ"	"04015"	"2019"	"2019"	431	212181	203.1285	183.9511	222.3058	9.7844	0.0401%
	"Mohave County, AZ"	"04015"	"2020"	"2020"	438	217206	201.6519	182.7667	220.5371	9.6353	0.0407%
	"Mohave County, AZ"	"04015"	"2021 "	"2021"	395	217692	181.4490	163.5548	199.3432	9.1297	0.0367%
	"Navajo County, AZ"	"04017"	"2018"	"2018"	124	110445	112.2731	92.5115	132.0346	10.0824	0.0115%
	"Navajo County, AZ"	"04017"	"2019"	"2019"	123	110924	110.8867	91.2900	130.4834	9.9983	0.0114%
	"Navajo County, AZ"	"04017"	"2020"	"2020"	111	112112	99.0081	80.5892	117.4271	9.3974	0.0103%
	"Navajo County, AZ"	"04017"	"2021 "	"2021"	144	108147	133.1521	111.4039	154.9003	11.0960	0.0134%
	"Pima County, AZ"	"04019"	"2018"	"2018"	1030	1039073	99.1268	93.0730	105.1806	3.0887	0.0958%
	"Pima County, AZ"	"04019"	"2019"	"2019"	950	1047279	90.7113	84.9429	96.4797	2.9431	0.0884%
	"Pima County, AZ"	"04019"	"2020"	"2020"	980	1061175	92.3505	86.5684	98.1325	2.9500	0.0912%
	"Pima County, AZ"	"04019"	"2021 "	"2021"	875	1052030	83.1725	77.6615	88.6836	2.8117	0.0814%
	"Pinal County, AZ"	"04021"	"2018"	"2018"	341	447138	76.2628	68.1683	84.3573	4.1299	0.0317%
	"Pinal County, AZ"	"04021"	"2019"	"2019"	336	462789	72.6033	64.8400	80.3665	3.9608	0.0313%
	"Pinal County, AZ"	"04021"	"2020"	"2020"	358	480828	74.4549	66.7422	82.1676	3.9351	0.0333%
	"Pinal County, AZ"	"04021"	"2021 "	"2021"	368	449557	81.8584	73.4947	90.2220	4.2672	0.0342%
	"Santa Cruz County, AZ"	"04023"	"2018"	"2018"	24	46511	51.6007	33.0616	76.7777	10.5329	0.0022%
	"Santa Cruz County, AZ"	"04023"	"2019"	"2019"	21	46498	45.1632	27.9569	69.0370	9.8554	0.0020%
	"Santa Cruz County, AZ"	"04023"	"2020"	"2020"	24	46808	51.2733	32.8518	76.2905	10.4661	0.0022%
	"Santa Cruz County, AZ"	"04023"	"2021 "	"2021"	25	47883	52.2106	33.7881	77.0733	10.4421	0.0023%
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	398	231993	171.5569	154.7021	188.4117	8.5994	0.0370%
	"Yavapai County, AZ"	"04025"	"2019"	"2019"	331	235099	140.7918	125.6241	155.9594	7.7386	0.0308%
	"Yavapai County, AZ"	"04025"	"2020"	"2020"	346	240226	144.0310	128.8545	159.2076	7.7432	0.0322%
	"Yavapai County, AZ"	"04025"	"2021 "	"2021"	365	242253	150.6689	135.2116	166.1262	7.8864	0.0340%
	"Yuma County, AZ"	"04027"	"2018"	"2018"	170	212128	80.1403	68.0932	92.1874	6.1465	0.0158%
	"Yuma County, AZ"	"04027"	"2019"	"2019"	158	213787	73.9053	62.3813	85.4293	5.8796	0.0147%
	"Yuma County, AZ"	"04027"	"2020"	"2020"	159	217824	72.9947	61.6486	84.3409	5.7889	0.0148%
	"Yuma County, AZ"	"04027"	"2021 "	"2021"	140	206990	67.6361	56.4322	78.8401	5.7163	0.0130%
	"Arkansas County, AR"	"05001"	"2018"	"2018"	25	17769	140.6945	91.0504	207.6932	28.1389	0.0023%
	"Arkansas County, AR"	"05001"	"2019"	"2019"	32	17486	183.0035	125.1744	258.3461	32.3508	0.0030%
	"Arkansas County, AR"	"05001"	"2020"	"2020"	38	17383	218.6044	154.6976	300.0520	35.4623	0.0035%
	"Arkansas County, AR"	"05001"	"2021 "	"2021"	43	16722	257.1463	186.0968	346.3735	39.2144	0.0040%
	"Ashley County, AR"	"05003"	"2018"	"2018"	31	20046	154.6443	105.0731	219.5052	27.7749	0.0029%
	"Ashley County, AR"	"05003"	"2019"	"2019"	25	19657	127.1812	82.3053	187.7448	25.4362	0.0023%
	"Ashley County, AR"	"05003"	"2020"	"2020"	32	19339	165.4687	113.1806	233.5922	29.2510	0.0030%
	"Ashley County, AR"	"05003"	"2021 "	"2021"	32	18674	171.3613	117.2111	241.9107	30.2927	0.0030%
	"Baxter County, AR"	"05005"	"2018"	"2018"	93	41619	223.4556	180.3577	273.7488	23.1713	0.0087%
	"Baxter County, AR"	"05005"	"2019"	"2019"	81	41932	193.1699	153.4039	240.0928	21.4633	0.0075%
	"Baxter County, AR"	"05005"	"2020"	"2020"	88	42242	208.3235	167.0817	256.6608	22.2074	0.0082%
	"Baxter County, AR"	"05005"	"2021 "	"2021"	95	42144	225.4176	182.3764	275.5618	23.1274	0.0088%
	"Benton County, AR"	"05007"	"2018"	"2018"	224	272608	82.1693	71.4085	92.9300	5.4902	0.0208%
	"Benton County, AR"	"05007"	"2019"	"2019"	188	279141	67.3495	57.7220	76.9769	4.9120	0.0175%
	"Benton County, AR"	"05007"	"2020"	"2020"	205	288774	70.9898	61.2718	80.7077	4.9581	0.0191%
	"Benton County, AR"	"05007"	"2021 "	"2021"	210	293692	71.5035	61.8324	81.1745	4.9342	0.0195%
	"Boone County, AR"	"05009"	"2018"	"2018"	41	37480	109.3917	78.5017	148.4018	17.0841	0.0038%
	"Boone County, AR"	"05009"	"2019"	"2019"	62	37432	165.6337	126.9897	212.3341	21.0355	0.0058%
	"Boone County, AR"	"05009"	"2020"	"2020"	55	37625	146.1794	110.1228	190.2730	19.7108	0.0051%
	"Boone County, AR"	"05009"	"2021 "	"2021"	55	37830	145.3873	109.5260	189.2419	19.6040	0.0051%
	"Bradley County, AR"	"05011"	"2018"	"2018"	20	10897	183.5368	112.1098	283.4578	41.0401	0.0019%
	"Bradley County, AR"	"05011"	"2019"	"2019"	10	10763	Unreliable	44.5545	170.8669	29.3810	0.0009%
	"Bradley County, AR"	"05011"	"2020"	"2020"	13	10639	Unreliable	65.0623	208.9519	33.8899	0.0012%
	"Bradley County, AR"	"05011"	"2021 "	"2021"	13	10408	Unreliable	66.5063	213.5895	34.6421	0.0012%
	"Calhoun County, AR"	"05013"	"2019"	"2019"	13	5189	Unreliable	133.3972	428.4138	69.4845	0.0012%
	"Calhoun County, AR"	"05013"	"2020"	"2020"	10	5113	Unreliable	93.7884	359.6792	61.8478	0.0009%
	"Carroll County, AR"	"05015"	"2018"	"2018"	30	28223	106.2963	71.7181	151.7443	19.4070	0.0028%
	"Carroll County, AR"	"05015"	"2019"	"2019"	32	28380	112.7555	77.1247	159.1769	19.9325	0.0030%
	"Carroll County, AR"	"05015"	"2020"	"2020"	32	28276	113.1702	77.4084	159.7623	20.0059	0.0030%
	"Carroll County, AR"	"05015"	"2021 "	"2021"	38	28435	133.6381	94.5704	183.4290	21.6790	0.0035%
	"Chicot County, AR"	"05017"	"2018"	"2018"	14	10438	Unreliable	73.3276	225.0395	35.8465	0.0013%
	"Chicot County, AR"	"05017"	"2019"	"2019"	15	10118	Unreliable	82.9744	244.5172	38.2782	0.0014%
	"Chicot County, AR"	"05017"	"2020"	"2020"	18	9924	Unreliable	107.4958	286.6560	42.7513	0.0017%
	"Chicot County, AR"	"05017"	"2021 "	"2021"	18	10019	Unreliable	106.4765	283.9379	42.3459	0.0017%
	"Clark County, AR"	"05019"	"2018"	"2018"	24	22061	108.7893	69.7035	161.8697	22.2065	0.0022%
	"Clark County, AR"	"05019"	"2019"	"2019"	18	22320	Unreliable	47.7952	127.4540	19.0082	0.0017%
	"Clark County, AR"	"05019"	"2020"	"2020"	33	22103	149.3010	102.7713	209.6738	25.9900	0.0031%
	"Clark County, AR"	"05019"	"2021 "	"2021"	25	21321	117.2553	75.8818	173.0923	23.4511	0.0023%
	"Clay County, AR"	"05021"	"2018"	"2018"	40	14847	269.4147	192.4726	366.8674	42.5982	0.0037%
	"Clay County, AR"	"05021"	"2019"	"2019"	32	14551	219.9162	150.4227	310.4556	38.8761	0.0030%
	"Clay County, AR"	"05021"	"2020"	"2020"	21	14375	146.0870	90.4307	223.3100	31.8788	0.0020%
	"Clay County, AR"	"05021"	"2021 "	"2021"	29	14350	202.0906	135.3441	290.2364	37.5273	0.0027%
	"Cleburne County, AR"	"05023"	"2018"	"2018"	46	24965	184.2580	134.9008	245.7743	27.1674	0.0043%
	"Cleburne County, AR"	"05023"	"2019"	"2019"	50	24919	200.6501	148.9265	264.5331	28.3762	0.0047%
	"Cleburne County, AR"	"05023"	"2020"	"2020"	51	24935	204.5318	152.2882	268.9225	28.6402	0.0047%
	"Cleburne County, AR"	"05023"	"2021 "	"2021"	51	25015	203.8777	151.8012	268.0624	28.5486	0.0047%
	"Cleveland County, AR"	"05025"	"2018"	"2018"	12	8018	Unreliable	77.3325	261.4318	43.2041	0.0011%
	"Cleveland County, AR"	"05025"	"2020"	"2020"	20	7957	251.3510	153.5327	388.1915	56.2038	0.0019%
	"Cleveland County, AR"	"05025"	"2021 "	"2021"	11	7514	Unreliable	73.0796	261.9388	44.1393	0.0010%
	"Columbia County, AR"	"05027"	"2018"	"2018"	31	23537	131.7075	89.4887	186.9483	23.6554	0.0029%
	"Columbia County, AR"	"05027"	"2019"	"2019"	34	23457	144.9461	100.3795	202.5476	24.8580	0.0032%
	"Columbia County, AR"	"05027"	"2020"	"2020"	32	23331	137.1566	93.8151	193.6239	24.2461	0.0030%
	"Columbia County, AR"	"05027"	"2021 "	"2021"	17	22672	Unreliable	43.6802	120.0543	18.1859	0.0016%
	"Conway County, AR"	"05029"	"2018"	"2018"	38	20891	181.8965	128.7209	249.6675	29.5075	0.0035%
	"Conway County, AR"	"05029"	"2019"	"2019"	46	20846	220.6658	161.5561	294.3373	32.5354	0.0043%
	"Conway County, AR"	"05029"	"2020"	"2020"	41	21037	194.8947	139.8603	264.3961	30.4374	0.0038%
	"Conway County, AR"	"05029"	"2021 "	"2021"	31	20873	148.5172	100.9100	210.8083	26.6745	0.0029%
	"Craighead County, AR"	"05031"	"2018"	"2018"	116	108558	106.8553	87.4096	126.3010	9.9213	0.0108%
	"Craighead County, AR"	"05031"	"2019"	"2019"	107	110332	96.9800	78.6042	115.3558	9.3754	0.0100%
	"Craighead County, AR"	"05031"	"2020"	"2020"	112	112245	99.7817	81.3019	118.2616	9.4285	0.0104%
	"Craighead County, AR"	"05031"	"2021 "	"2021"	106	112218	94.4590	76.4766	112.4414	9.1747	0.0099%
	"Crawford County, AR"	"05033"	"2018"	"2018"	75	63406	118.2853	93.0385	148.2719	13.6584	0.0070%
	"Crawford County, AR"	"05033"	"2019"	"2019"	82	63257	129.6299	103.0986	160.9044	14.3152	0.0076%
	"Crawford County, AR"	"05033"	"2020"	"2020"	68	63409	107.2403	83.2764	135.9528	13.0048	0.0063%
	"Crawford County, AR"	"05033"	"2021 "	"2021"	86	60378	142.4360	113.9303	175.9070	15.3593	0.0080%
	"Crittenden County, AR"	"05035"	"2018"	"2018"	62	48342	128.2529	98.3302	164.4138	16.2881	0.0058%
	"Crittenden County, AR"	"05035"	"2019"	"2019"	53	47955	110.5203	82.7874	144.5627	15.1811	0.0049%
	"Crittenden County, AR"	"05035"	"2020"	"2020"	71	47616	149.1095	116.4560	188.0808	17.6960	0.0066%
	"Crittenden County, AR"	"05035"	"2021 "	"2021"	60	47525	126.2493	96.3421	162.5082	16.2987	0.0056%
	"Cross County, AR"	"05037"	"2018"	"2018"	35	16676	209.8825	146.1915	291.8961	35.4766	0.0033%
	"Cross County, AR"	"05037"	"2019"	"2019"	34	16419	207.0772	143.4072	289.3696	35.5134	0.0032%
	"Cross County, AR"	"05037"	"2020"	"2020"	33	16142	204.4356	140.7233	287.1033	35.5877	0.0031%
	"Cross County, AR"	"05037"	"2021 "	"2021"	19	16681	Unreliable	68.5770	177.8717	26.1309	0.0018%
	"Dallas County, AR"	"05039"	"2018"	"2018"	11	7182	Unreliable	76.4578	274.0473	46.1797	0.0010%
	"Dallas County, AR"	"05039"	"2019"	"2019"	10	7009	Unreliable	68.4177	262.3827	45.1174	0.0009%
	"Dallas County, AR"	"05039"	"2020"	"2020"	12	6802	Unreliable	91.1573	308.1682	50.9277	0.0011%
	"Dallas County, AR"	"05039"	"2021 "	"2021"	13	6308	Unreliable	109.7334	352.4158	57.1584	0.0012%
	"Desha County, AR"	"05041"	"2018"	"2018"	16	11512	Unreliable	79.4427	225.7040	34.7464	0.0015%
	"Desha County, AR"	"05041"	"2019"	"2019"	14	11361	Unreliable	67.3703	206.7566	32.9342	0.0013%
	"Desha County, AR"	"05041"	"2020"	"2020"	19	11110	Unreliable	102.9643	267.0637	39.2340	0.0018%
	"Desha County, AR"	"05041"	"2021 "	"2021"	21	11090	189.3598	117.2175	289.4573	41.3217	0.0020%
	"Drew County, AR"	"05043"	"2018"	"2018"	19	18328	Unreliable	62.4145	161.8877	23.7827	0.0018%
	"Drew County, AR"	"05043"	"2019"	"2019"	26	18219	142.7082	93.2213	209.1003	27.9874	0.0024%
	"Drew County, AR"	"05043"	"2020"	"2020"	25	17977	139.0666	89.9969	205.2901	27.8133	0.0023%
	"Drew County, AR"	"05043"	"2021 "	"2021"	17	17110	Unreliable	57.8795	159.0807	24.0976	0.0016%
	"Faulkner County, AR"	"05045"	"2018"	"2018"	124	124806	99.3542	81.8665	116.8418	8.9223	0.0115%
	"Faulkner County, AR"	"05045"	"2019"	"2019"	133	126007	105.5497	87.6111	123.4882	9.1523	0.0124%
	"Faulkner County, AR"	"05045"	"2020"	"2020"	137	126919	107.9429	89.8674	126.0183	9.2222	0.0127%
	"Faulkner County, AR"	"05045"	"2021 "	"2021"	119	125106	95.1193	78.0290	112.2097	8.7196	0.0111%
	"Franklin County, AR"	"05047"	"2018"	"2018"	28	17810	157.2150	104.4678	227.2198	29.7109	0.0026%
	"Franklin County, AR"	"05047"	"2019"	"2019"	24	17715	135.4784	86.8037	201.5810	27.6544	0.0022%
	"Franklin County, AR"	"05047"	"2020"	"2020"	28	17897	156.4508	103.9600	226.1152	29.5664	0.0026%
	"Franklin County, AR"	"05047"	"2021 "	"2021"	36	17173	209.6314	146.8237	290.2179	34.9386	0.0033%
	"Fulton County, AR"	"05049"	"2018"	"2018"	25	12269	203.7656	131.8669	300.7988	40.7531	0.0023%
	"Fulton County, AR"	"05049"	"2019"	"2019"	21	12477	168.3097	104.1871	257.2799	36.7282	0.0020%
	"Fulton County, AR"	"05049"	"2020"	"2020"	25	12381	201.9223	130.6740	298.0777	40.3845	0.0023%
	"Fulton County, AR"	"05049"	"2021 "	"2021"	26	12145	214.0799	139.8434	313.6762	41.9845	0.0024%
	"Garland County, AR"	"05051"	"2018"	"2018"	160	99154	161.3651	136.3614	186.3689	12.7570	0.0149%
	"Garland County, AR"	"05051"	"2019"	"2019"	180	99386	181.1120	154.6534	207.5706	13.4993	0.0167%
	"Garland County, AR"	"05051"	"2020"	"2020"	196	99789	196.4144	168.9164	223.9125	14.0296	0.0182%
	"Garland County, AR"	"05051"	"2021 "	"2021"	159	100330	158.4770	133.8437	183.1104	12.5680	0.0148%
	"Grant County, AR"	"05053"	"2018"	"2018"	14	18188	Unreliable	42.0824	129.1490	20.5721	0.0013%
	"Grant County, AR"	"05053"	"2019"	"2019"	38	18265	208.0482	147.2274	285.5628	33.7499	0.0035%
	"Grant County, AR"	"05053"	"2020"	"2020"	25	18449	135.5087	87.6945	200.0379	27.1017	0.0023%
	"Grant County, AR"	"05053"	"2021 "	"2021"	24	18090	132.6700	85.0043	197.4023	27.0811	0.0022%
	"Greene County, AR"	"05055"	"2018"	"2018"	76	45325	167.6779	132.1117	209.8740	19.2340	0.0071%
	"Greene County, AR"	"05055"	"2019"	"2019"	79	45325	174.2967	137.9925	217.2260	19.6099	0.0073%
	"Greene County, AR"	"05055"	"2020"	"2020"	79	45597	173.2570	137.1693	215.9302	19.4929	0.0073%
	"Greene County, AR"	"05055"	"2021 "	"2021"	67	46317	144.6553	112.1064	183.7065	17.6725	0.0062%
	"Hempstead County, AR"	"05057"	"2018"	"2018"	30	21741	137.9881	93.1006	196.9863	25.1931	0.0028%
	"Hempstead County, AR"	"05057"	"2019"	"2019"	22	21532	102.1735	64.0311	154.6917	21.7835	0.0020%
	"Hempstead County, AR"	"05057"	"2020"	"2020"	30	21253	141.1565	95.2383	201.5094	25.7715	0.0028%
	"Hempstead County, AR"	"05057"	"2021 "	"2021"	24	19694	121.8645	78.0810	181.3247	24.8755	0.0022%
	"Hot Spring County, AR"	"05059"	"2018"	"2018"	49	33701	145.3963	107.5656	192.2212	20.7709	0.0046%
	"Hot Spring County, AR"	"05059"	"2019"	"2019"	48	33771	142.1338	104.7981	188.4481	20.5152	0.0045%
	"Hot Spring County, AR"	"05059"	"2020"	"2020"	49	33787	145.0262	107.2918	191.7319	20.7180	0.0046%
	"Hot Spring County, AR"	"05059"	"2021 "	"2021"	57	33148	171.9561	130.2378	222.7897	22.7761	0.0053%
	"Howard County, AR"	"05061"	"2018"	"2018"	23	13341	172.4009	109.2866	258.6858	35.9481	0.0021%
	"Howard County, AR"	"05061"	"2019"	"2019"	24	13202	181.7906	116.4769	270.4899	37.1079	0.0022%
	"Howard County, AR"	"05061"	"2020"	"2020"	20	13109	152.5669	93.1925	235.6274	34.1150	0.0019%
	"Howard County, AR"	"05061"	"2021 "	"2021"	12	12698	Unreliable	48.8307	165.0780	27.2807	0.0011%
