Notes,County,County Code,Single Race 6,Single Race 6 Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Litchfield County, CT",9005.0,White,2106-3,146.0,675884.0,21.6013,18.0974,25.1053,1.7877,0.1042%,methane
,"Middlesex County, CT",9007.0,White,2106-3,106.0,576770.0,18.3782,14.8795,21.8769,1.785,0.0756%,methane
,"New Haven County, CT",9009.0,Black or African American,2054-5,118.0,528705.0,22.3187,18.2917,26.3457,2.0546,0.0842%,methane
,"New Haven County, CT",9009.0,White,2106-3,668.0,2636863.0,25.3331,23.412,27.2543,0.9802,0.4766%,methane
,"New London County, CT",9011.0,Black or African American,2054-5,21.0,75659.0,27.7561,17.1816,42.4283,6.0569,0.0150%,methane
,"New London County, CT",9011.0,White,2106-3,213.0,887715.0,23.9942,20.7718,27.2165,1.6441,0.1520%,methane
,"Tolland County, CT",9013.0,White,2106-3,93.0,533096.0,17.4453,14.0806,21.3717,1.809,0.0664%,methane
,"Windham County, CT",9015.0,White,2106-3,112.0,428841.0,26.1169,21.28,30.9538,2.4678,0.0799%,methane
,"Kent County, DE",10001.0,White,2106-3,57.0,474630.0,12.0094,9.0958,15.5596,1.5907,0.0407%,methane
,"New Castle County, DE",10003.0,Black or African American,2054-5,56.0,599521.0,9.3408,7.0559,12.1298,1.2482,0.0400%,methane
,"New Castle County, DE",10003.0,White,2106-3,233.0,1445088.0,16.1236,14.0533,18.1939,1.0563,0.1662%,methane
,"Sussex County, DE",10005.0,White,2106-3,89.0,790873.0,11.2534,9.0374,13.8483,1.1929,0.0635%,methane
,"District of Columbia, DC",11001.0,Black or African American,2054-5,291.0,1281776.0,22.7029,20.0944,25.3114,1.3309,0.2076%,methane
,"District of Columbia, DC",11001.0,White,2106-3,35.0,1281935.0,2.7302,1.9017,3.7971,0.4615,0.0250%,methane
,"Alachua County, FL",12001.0,White,2106-3,57.0,760859.0,7.4915,5.674,9.7062,0.9923,0.0407%,methane
,"Baker County, FL",12003.0,White,2106-3,17.0,95552.0,Unreliable,10.3642,28.4857,4.315,0.0121%,methane
,"Bay County, FL",12005.0,White,2106-3,111.0,581799.0,19.0788,15.5294,22.6281,1.8109,0.0792%,methane
,"Bradford County, FL",12007.0,White,2106-3,10.0,86346.0,Unreliable,5.5537,21.2985,3.6623,0.0071%,methane
,"Brevard County, FL",12009.0,Black or African American,2054-5,28.0,262754.0,10.6564,7.081,15.4014,2.0139,0.0200%,methane
,"Brevard County, FL",12009.0,White,2106-3,423.0,2012478.0,21.0189,19.0158,23.0219,1.022,0.3018%,methane
,"Broward County, FL",12011.0,Black or African American,2054-5,120.0,2365582.0,5.0727,4.1651,5.9804,0.4631,0.0856%,methane
,"Broward County, FL",12011.0,White,2106-3,838.0,4901323.0,17.0974,15.9398,18.255,0.5906,0.5979%,methane
,"Charlotte County, FL",12015.0,White,2106-3,44.0,690594.0,6.3713,4.6294,8.5532,0.9605,0.0314%,methane
,"Citrus County, FL",12017.0,White,2106-3,132.0,564993.0,23.3631,19.3775,27.3488,2.0335,0.0942%,methane
,"Clay County, FL",12019.0,White,2106-3,117.0,702615.0,16.6521,13.6347,19.6695,1.5395,0.0835%,methane
,"Collier County, FL",12021.0,White,2106-3,114.0,1376646.0,8.2810,6.7608,9.8011,0.7756,0.0813%,methane
,"Columbia County, FL",12023.0,White,2106-3,25.0,221306.0,11.2966,7.3106,16.676,2.2593,0.0178%,methane
,"Duval County, FL",12031.0,Black or African American,2054-5,88.0,1196480.0,7.3549,5.8989,9.0615,0.784,0.0628%,methane
,"Duval County, FL",12031.0,White,2106-3,617.0,2340983.0,26.3564,24.2768,28.4361,1.0611,0.4402%,methane
,"Duval County, FL",12031.0,More than one race,M,13.0,119075.0,Unreliable,5.8131,18.6692,3.028,0.0093%,methane
,"Escambia County, FL",12033.0,Black or African American,2054-5,27.0,296180.0,9.1161,6.0076,13.2634,1.7544,0.0193%,methane
,"Escambia County, FL",12033.0,White,2106-3,228.0,880489.0,25.8947,22.5335,29.2559,1.7149,0.1627%,methane
,"Flagler County, FL",12035.0,White,2106-3,38.0,391361.0,9.7097,6.8712,13.3273,1.5751,0.0271%,methane
,"Hendry County, FL",12051.0,White,2106-3,12.0,138353.0,Unreliable,4.4817,15.1508,2.5038,0.0086%,methane
,"Hernando County, FL",12053.0,White,2106-3,138.0,701235.0,19.6796,16.3961,22.963,1.6752,0.0985%,methane
,"Highlands County, FL",12055.0,White,2106-3,28.0,359279.0,7.7934,5.1786,11.2636,1.4728,0.0200%,methane
,"Hillsborough County, FL",12057.0,Black or African American,2054-5,52.0,1066530.0,4.8756,3.6414,6.3937,0.6761,0.0371%,methane
,"Hillsborough County, FL",12057.0,White,2106-3,513.0,4342779.0,11.8127,10.7905,12.8349,0.5215,0.3660%,methane
,"Indian River County, FL",12061.0,White,2106-3,64.0,558141.0,11.4666,8.8307,14.6427,1.4333,0.0457%,methane
,"Jackson County, FL",12063.0,White,2106-3,11.0,131012.0,Unreliable,4.1914,15.0231,2.5315,0.0078%,methane
,"Lake County, FL",12069.0,Black or African American,2054-5,11.0,175437.0,Unreliable,3.13,11.2189,1.8905,0.0078%,methane
,"Lake County, FL",12069.0,White,2106-3,174.0,1241101.0,14.0198,11.9366,16.103,1.0628,0.1241%,methane
,"Lee County, FL",12071.0,Black or African American,2054-5,21.0,283357.0,7.4111,4.5876,11.3288,1.6172,0.0150%,methane
,"Lee County, FL",12071.0,White,2106-3,281.0,2690891.0,10.4426,9.2216,11.6636,0.623,0.2005%,methane
,"Leon County, FL",12073.0,White,2106-3,44.0,721120.0,6.1016,4.4334,8.1911,0.9199,0.0314%,methane
,"Levy County, FL",12075.0,White,2106-3,20.0,146532.0,13.6489,8.3372,21.0796,3.052,0.0143%,methane
,"Manatee County, FL",12081.0,White,2106-3,186.0,1393186.0,13.3507,11.432,15.2694,0.9789,0.1327%,methane
,"Marion County, FL",12083.0,Black or African American,2054-5,24.0,201674.0,11.9004,7.6248,17.7068,2.4292,0.0171%,methane
,"Marion County, FL",12083.0,White,2106-3,312.0,1216667.0,25.6438,22.7983,28.4893,1.4518,0.2226%,methane
,"Martin County, FL",12085.0,White,2106-3,62.0,579327.0,10.7021,8.2052,13.7195,1.3592,0.0442%,methane
,"Miami-Dade County, FL",12086.0,Black or African American,2054-5,94.0,1920467.0,4.8946,3.9554,5.9898,0.5048,0.0671%,methane
,"Miami-Dade County, FL",12086.0,White,2106-3,414.0,8573953.0,4.8286,4.3634,5.2937,0.2373,0.2954%,methane
,"Monroe County, FL",12087.0,White,2106-3,33.0,271255.0,12.1657,8.3742,17.0851,2.1178,0.0235%,methane
,"Nassau County, FL",12089.0,White,2106-3,45.0,325109.0,13.8415,10.0961,18.521,2.0634,0.0321%,methane
,"Okaloosa County, FL",12091.0,Black or African American,2054-5,12.0,88225.0,Unreliable,7.0281,23.7593,3.9264,0.0086%,methane
,"Okaloosa County, FL",12091.0,White,2106-3,128.0,682865.0,18.7446,15.4972,21.9919,1.6568,0.0913%,methane
,"Okeechobee County, FL",12093.0,White,2106-3,24.0,144260.0,16.6366,10.6594,24.754,3.3959,0.0171%,methane
,"Orange County, FL",12095.0,Black or African American,2054-5,47.0,1277208.0,3.6799,2.7038,4.8935,0.5368,0.0335%,methane
,"Orange County, FL",12095.0,White,2106-3,310.0,3801704.0,8.1542,7.2465,9.062,0.4631,0.2212%,methane
,"Osceola County, FL",12097.0,White,2106-3,88.0,1206568.0,7.2934,5.8495,8.9857,0.7775,0.0628%,methane
,"Palm Beach County, FL",12099.0,Black or African American,2054-5,30.0,1190933.0,2.5190,1.6996,3.5961,0.4599,0.0214%,methane
,"Palm Beach County, FL",12099.0,White,2106-3,456.0,4463263.0,10.2167,9.279,11.1545,0.4784,0.3253%,methane
,"Pasco County, FL",12101.0,Black or African American,2054-5,10.0,155742.0,Unreliable,3.0791,11.8082,2.0305,0.0071%,methane
,"Pasco County, FL",12101.0,White,2106-3,504.0,1958193.0,25.7380,23.4909,27.9851,1.1465,0.3596%,methane
,"Pinellas County, FL",12103.0,Black or African American,2054-5,69.0,429957.0,16.0481,12.4864,20.3099,1.932,0.0492%,methane
,"Pinellas County, FL",12103.0,White,2106-3,816.0,3202122.0,25.4831,23.7346,27.2316,0.8921,0.5822%,methane
,"Polk County, FL",12105.0,Black or African American,2054-5,20.0,480929.0,4.1586,2.5402,6.4227,0.9299,0.0143%,methane
,"Polk County, FL",12105.0,White,2106-3,186.0,2300676.0,8.0846,6.9227,9.2464,0.5928,0.1327%,methane
,"Putnam County, FL",12107.0,White,2106-3,30.0,238801.0,12.5628,8.4761,17.9341,2.2936,0.0214%,methane
,"St. Johns County, FL",12109.0,White,2106-3,61.0,963644.0,6.3301,4.842,8.1313,0.8105,0.0435%,methane
,"St. Lucie County, FL",12111.0,Black or African American,2054-5,13.0,287748.0,Unreliable,2.4056,7.7256,1.253,0.0093%,methane
,"St. Lucie County, FL",12111.0,White,2106-3,118.0,975124.0,12.1010,9.9176,14.2844,1.114,0.0842%,methane
,"Santa Rosa County, FL",12113.0,White,2106-3,84.0,647963.0,12.9637,10.3404,16.05,1.4145,0.0599%,methane
,"Sarasota County, FL",12115.0,White,2106-3,170.0,1600084.0,10.6244,9.0273,12.2216,0.8149,0.1213%,methane
,"Seminole County, FL",12117.0,Black or African American,2054-5,14.0,247991.0,Unreliable,3.0864,9.472,1.5088,0.0100%,methane
,"Seminole County, FL",12117.0,White,2106-3,195.0,1475995.0,13.2114,11.3571,15.0658,0.9461,0.1391%,methane
,"Sumter County, FL",12119.0,White,2106-3,45.0,483784.0,9.3017,6.7847,12.4464,1.3866,0.0321%,methane
,"Suwannee County, FL",12121.0,White,2106-3,11.0,149886.0,Unreliable,3.6636,13.1314,2.2128,0.0078%,methane
,"Volusia County, FL",12127.0,Black or African American,2054-5,21.0,257415.0,8.1580,5.05,12.4705,1.7802,0.0150%,methane
,"Volusia County, FL",12127.0,White,2106-3,368.0,1861837.0,19.7654,17.746,21.7849,1.0303,0.2626%,methane
,"Wakulla County, FL",12129.0,White,2106-3,10.0,111608.0,Unreliable,4.2966,16.4777,2.8334,0.0071%,methane
,"Walton County, FL",12131.0,White,2106-3,43.0,270824.0,15.8775,11.4905,21.3868,2.4213,0.0307%,methane
,"Washington County, FL",12133.0,White,2106-3,13.0,81656.0,Unreliable,8.477,27.2244,4.4155,0.0093%,methane
,"Barrow County, GA",13013.0,White,2106-3,26.0,267068.0,9.7353,6.3594,14.2645,1.9093,0.0185%,methane
,"Bartow County, GA",13015.0,White,2106-3,69.0,367754.0,18.7625,14.5984,23.7451,2.2587,0.0492%,methane
,"Berrien County, GA",13019.0,White,2106-3,11.0,65278.0,Unreliable,8.412,30.1512,5.0808,0.0078%,methane
,"Bibb County, GA",13021.0,Black or African American,2054-5,13.0,345350.0,Unreliable,2.0043,6.4371,1.044,0.0093%,methane
,"Bibb County, GA",13021.0,White,2106-3,28.0,244151.0,11.4683,7.6206,16.5749,2.1673,0.0200%,methane
,"Brantley County, GA",13025.0,White,2106-3,10.0,70261.0,Unreliable,6.8251,26.1744,4.5008,0.0071%,methane
,"Bulloch County, GA",13031.0,White,2106-3,11.0,212792.0,Unreliable,2.5805,9.2494,1.5586,0.0078%,methane
,"Butts County, GA",13035.0,White,2106-3,17.0,68905.0,Unreliable,14.3722,39.5018,5.9838,0.0121%,methane
,"Camden County, GA",13039.0,White,2106-3,20.0,164595.0,12.1510,7.4222,18.7663,2.7171,0.0143%,methane
,"Carroll County, GA",13045.0,White,2106-3,65.0,366717.0,17.7248,13.6797,22.5917,2.1985,0.0464%,methane
,"Catoosa County, GA",13047.0,White,2106-3,26.0,252288.0,10.3057,6.732,15.1002,2.0211,0.0185%,methane
,"Chatham County, GA",13051.0,Black or African American,2054-5,13.0,480531.0,Unreliable,1.4405,4.6262,0.7503,0.0093%,methane
,"Chatham County, GA",13051.0,White,2106-3,64.0,615649.0,10.3955,8.0058,13.2749,1.2994,0.0457%,methane
,"Chattooga County, GA",13055.0,White,2106-3,11.0,86108.0,Unreliable,6.3771,22.8574,3.8517,0.0078%,methane
,"Cherokee County, GA",13057.0,White,2106-3,89.0,918106.0,9.6939,7.785,11.9292,1.0275,0.0635%,methane
,"Clarke County, GA",13059.0,White,2106-3,29.0,332091.0,8.7325,5.8484,12.5414,1.6216,0.0207%,methane
,"Clayton County, GA",13063.0,Black or African American,2054-5,28.0,854092.0,3.2783,2.1784,4.7381,0.6195,0.0200%,methane
,"Clayton County, GA",13063.0,White,2106-3,31.0,221162.0,14.0169,9.5238,19.8958,2.5175,0.0221%,methane
,"Cobb County, GA",13067.0,Black or African American,2054-5,39.0,881502.0,4.4243,3.1461,6.0481,0.7084,0.0278%,methane
,"Cobb County, GA",13067.0,White,2106-3,208.0,1894055.0,10.9817,9.4893,12.4742,0.7614,0.1484%,methane
,"Coffee County, GA",13069.0,White,2106-3,13.0,117783.0,Unreliable,5.8769,18.874,3.0612,0.0093%,methane
,"Colquitt County, GA",13071.0,White,2106-3,10.0,132187.0,Unreliable,3.6277,13.9124,2.3923,0.0071%,methane
,"Columbia County, GA",13073.0,White,2106-3,44.0,457123.0,9.6254,6.9938,12.9216,1.4511,0.0314%,methane
,"Coweta County, GA",13077.0,White,2106-3,44.0,455066.0,9.6689,7.0254,12.9801,1.4576,0.0314%,methane
,"Dawson County, GA",13085.0,White,2106-3,16.0,102178.0,Unreliable,8.9505,25.4292,3.9147,0.0114%,methane
,"DeKalb County, GA",13089.0,Black or African American,2054-5,70.0,1662366.0,4.2109,3.2826,5.3202,0.5033,0.0499%,methane
,"DeKalb County, GA",13089.0,White,2106-3,74.0,1089182.0,6.7941,5.3349,8.5294,0.7898,0.0528%,methane
,"Dodge County, GA",13091.0,White,2106-3,10.0,54539.0,Unreliable,8.7926,33.7197,5.7982,0.0071%,methane
,"Dougherty County, GA",13095.0,Black or African American,2054-5,15.0,249761.0,Unreliable,3.3614,9.9056,1.5507,0.0107%,methane
,"Dougherty County, GA",13095.0,White,2106-3,20.0,90914.0,21.9988,13.4375,33.9754,4.9191,0.0143%,methane
,"Douglas County, GA",13097.0,White,2106-3,39.0,261670.0,14.9043,10.5984,20.3746,2.3866,0.0278%,methane
,"Effingham County, GA",13103.0,White,2106-3,11.0,210861.0,Unreliable,2.6042,9.3341,1.5729,0.0078%,methane
,"Fannin County, GA",13111.0,White,2106-3,13.0,100902.0,Unreliable,6.8601,22.0317,3.5733,0.0093%,methane
,"Fayette County, GA",13113.0,White,2106-3,23.0,307554.0,7.4784,4.7406,11.2212,1.5593,0.0164%,methane
,"Floyd County, GA",13115.0,White,2106-3,41.0,315969.0,12.9760,9.3118,17.6033,2.0265,0.0293%,methane
,"Forsyth County, GA",13117.0,White,2106-3,58.0,761078.0,7.6208,5.7868,9.8516,1.0007,0.0414%,methane
,"Franklin County, GA",13119.0,White,2106-3,14.0,81096.0,Unreliable,9.4381,28.9652,4.6139,0.0100%,methane
,"Fulton County, GA",13121.0,Black or African American,2054-5,88.0,1896714.0,4.6396,3.7211,5.7161,0.4946,0.0628%,methane
,"Fulton County, GA",13121.0,White,2106-3,163.0,1926545.0,8.4607,7.1619,9.7596,0.6627,0.1163%,methane
,"Gilmer County, GA",13123.0,White,2106-3,17.0,120470.0,Unreliable,8.2205,22.5938,3.4225,0.0121%,methane
,"Glynn County, GA",13127.0,White,2106-3,34.0,235503.0,14.4372,9.9982,20.1745,2.476,0.0243%,methane
,"Gordon County, GA",13129.0,White,2106-3,14.0,212695.0,Unreliable,3.5986,11.0438,1.7592,0.0100%,methane
,"Gwinnett County, GA",13135.0,Black or African American,2054-5,52.0,1134511.0,4.5835,3.4232,6.0106,0.6356,0.0371%,methane
,"Gwinnett County, GA",13135.0,White,2106-3,182.0,2007081.0,9.0679,7.7505,10.3853,0.6722,0.1298%,methane
,"Habersham County, GA",13137.0,White,2106-3,17.0,165710.0,Unreliable,5.9762,16.4255,2.4881,0.0121%,methane
,"Hall County, GA",13139.0,White,2106-3,70.0,712713.0,9.8216,7.6564,12.409,1.1739,0.0499%,methane
,"Haralson County, GA",13143.0,White,2106-3,17.0,111092.0,Unreliable,8.9144,24.501,3.7114,0.0121%,methane
,"Harris County, GA",13145.0,White,2106-3,12.0,112481.0,Unreliable,5.5125,18.6357,3.0797,0.0086%,methane
,"Henry County, GA",13151.0,Black or African American,2054-5,12.0,469501.0,Unreliable,1.3207,4.4647,0.7378,0.0086%,methane
,"Henry County, GA",13151.0,White,2106-3,49.0,417330.0,11.7413,8.6863,15.5226,1.6773,0.0350%,methane
,"Houston County, GA",13153.0,White,2106-3,41.0,383808.0,10.6824,7.6659,14.4919,1.6683,0.0293%,methane
,"Jackson County, GA",13157.0,White,2106-3,31.0,263470.0,11.7660,7.9944,16.701,2.1132,0.0221%,methane
,"Laurens County, GA",13175.0,White,2106-3,14.0,114275.0,Unreliable,6.6978,20.5553,3.2743,0.0100%,methane
,"Lowndes County, GA",13185.0,White,2106-3,16.0,270611.0,Unreliable,3.3796,9.6016,1.4781,0.0114%,methane
,"Lumpkin County, GA",13187.0,White,2106-3,18.0,127957.0,Unreliable,8.3371,22.2323,3.3157,0.0128%,methane
,"McDuffie County, GA",13189.0,White,2106-3,10.0,47588.0,Unreliable,10.0769,38.645,6.6451,0.0071%,methane
,"Madison County, GA",13195.0,White,2106-3,16.0,103911.0,Unreliable,8.8012,25.0051,3.8494,0.0114%,methane
,"Murray County, GA",13213.0,White,2106-3,15.0,152741.0,Unreliable,5.4965,16.1975,2.5357,0.0107%,methane
,"Muscogee County, GA",13215.0,Black or African American,2054-5,17.0,380105.0,Unreliable,2.6054,7.1608,1.0847,0.0121%,methane
,"Muscogee County, GA",13215.0,White,2106-3,39.0,357750.0,10.9015,7.752,14.9026,1.7456,0.0278%,methane
,"Newton County, GA",13217.0,White,2106-3,29.0,214591.0,13.5141,9.0506,19.4085,2.5095,0.0207%,methane
,"Oglethorpe County, GA",13221.0,White,2106-3,11.0,48194.0,Unreliable,11.3939,40.8393,6.8818,0.0078%,methane
,"Paulding County, GA",13223.0,White,2106-3,68.0,498367.0,13.6446,10.5955,17.2978,1.6546,0.0485%,methane
,"Peach County, GA",13225.0,White,2106-3,10.0,57571.0,Unreliable,8.3295,31.9439,5.4928,0.0071%,methane
,"Pickens County, GA",13227.0,White,2106-3,13.0,126353.0,Unreliable,5.4783,17.5939,2.8536,0.0093%,methane
,"Polk County, GA",13233.0,White,2106-3,24.0,142879.0,16.7974,10.7624,24.9932,3.4288,0.0171%,methane
,"Richmond County, GA",13245.0,Black or African American,2054-5,40.0,470100.0,8.5088,6.0788,11.5866,1.3454,0.0285%,methane
,"Richmond County, GA",13245.0,White,2106-3,68.0,299814.0,22.6807,17.6125,28.7533,2.7504,0.0485%,methane
,"Rockdale County, GA",13247.0,Black or African American,2054-5,14.0,216418.0,Unreliable,3.5366,10.8538,1.7289,0.0100%,methane
,"Rockdale County, GA",13247.0,White,2106-3,23.0,132094.0,17.4118,11.0375,26.1263,3.6306,0.0164%,methane
,"Spalding County, GA",13255.0,White,2106-3,18.0,163710.0,Unreliable,6.5163,17.3769,2.5916,0.0128%,methane
,"Tift County, GA",13277.0,White,2106-3,11.0,106883.0,Unreliable,5.1376,18.4146,3.103,0.0078%,methane
,"Troup County, GA",13285.0,White,2106-3,25.0,164316.0,15.2146,9.8461,22.4598,3.0429,0.0178%,methane
,"Union County, GA",13291.0,White,2106-3,11.0,96117.0,Unreliable,5.713,20.4772,3.4506,0.0078%,methane
,"Walker County, GA",13295.0,White,2106-3,33.0,257220.0,12.8295,8.8312,18.0173,2.2333,0.0235%,methane
,"Walton County, GA",13297.0,White,2106-3,39.0,295164.0,13.2130,9.3958,18.0626,2.1158,0.0278%,methane
,"Ware County, GA",13299.0,White,2106-3,18.0,94638.0,Unreliable,11.2723,30.0595,4.483,0.0128%,methane
,"White County, GA",13311.0,White,2106-3,13.0,114299.0,Unreliable,6.056,19.4493,3.1545,0.0093%,methane
,"Whitfield County, GA",13313.0,White,2106-3,27.0,376283.0,7.1755,4.7287,10.4399,1.3809,0.0193%,methane
,"Hawaii County, HI",15001.0,White,2106-3,28.0,275419.0,10.1663,6.7554,14.6932,1.9213,0.0200%,methane
,"Hawaii County, HI",15001.0,More than one race,M,13.0,248688.0,Unreliable,2.7834,8.9391,1.4498,0.0093%,methane
,"Honolulu County, HI",15003.0,Asian,A,25.0,1669983.0,1.4970,0.9688,2.2099,0.2994,0.0178%,methane
,"Honolulu County, HI",15003.0,White,2106-3,67.0,841193.0,7.9649,6.1727,10.1151,0.9731,0.0478%,methane
,"Honolulu County, HI",15003.0,More than one race,M,38.0,902358.0,4.2112,2.9801,5.7802,0.6831,0.0271%,methane
,"Maui County, HI",15009.0,White,2106-3,25.0,231793.0,10.7855,6.9798,15.9215,2.1571,0.0178%,methane
,"Maui County, HI",15009.0,More than one race,M,10.0,163139.0,Unreliable,2.9395,11.2728,1.9384,0.0071%,methane
,"Ada County, ID",16001.0,White,2106-3,145.0,1797537.0,8.0666,6.7536,9.3796,0.6699,0.1035%,methane
,"Bannock County, ID",16005.0,White,2106-3,45.0,318438.0,14.1315,10.3076,18.909,2.1066,0.0321%,methane
,"Bingham County, ID",16011.0,White,2106-3,14.0,168329.0,Unreliable,4.547,13.9546,2.2228,0.0100%,methane
,"Bonneville County, ID",16019.0,White,2106-3,58.0,458324.0,12.6548,9.6093,16.3592,1.6617,0.0414%,methane
,"Canyon County, ID",16027.0,White,2106-3,52.0,868760.0,5.9855,4.4703,7.8493,0.83,0.0371%,methane
,"Kootenai County, ID",16055.0,White,2106-3,68.0,639827.0,10.6279,8.253,13.4734,1.2888,0.0485%,methane
,"Nez Perce County, ID",16069.0,White,2106-3,15.0,147152.0,Unreliable,5.7052,16.8127,2.632,0.0107%,methane
,"Twin Falls County, ID",16083.0,White,2106-3,42.0,330920.0,12.6919,9.1472,17.1558,1.9584,0.0300%,methane
,"Adams County, IL",17001.0,White,2106-3,10.0,241606.0,Unreliable,1.9848,7.6117,1.3089,0.0071%,methane
,"Champaign County, IL",17019.0,White,2106-3,29.0,597838.0,4.8508,3.2487,6.9666,0.9008,0.0207%,methane
,"Cook County, IL",17031.0,Asian,A,22.0,1647240.0,1.3356,0.837,2.0221,0.2847,0.0157%,methane
,"Cook County, IL",17031.0,Black or African American,2054-5,984.0,4908295.0,20.0477,18.7951,21.3003,0.6391,0.7020%,methane
,"Cook County, IL",17031.0,White,2106-3,1366.0,13460147.0,10.1485,9.6103,10.6867,0.2746,0.9746%,methane
,"Cook County, IL",17031.0,More than one race,M,21.0,427222.0,4.9155,3.0428,7.5138,1.0726,0.0150%,methane
,"DeKalb County, IL",17037.0,White,2106-3,19.0,356041.0,Unreliable,3.2129,8.3335,1.2243,0.0136%,methane
,"DuPage County, IL",17043.0,Black or African American,2054-5,25.0,196811.0,12.7025,8.2205,18.7515,2.5405,0.0178%,methane
,"DuPage County, IL",17043.0,White,2106-3,266.0,2925834.0,9.0914,7.9989,10.184,0.5574,0.1898%,methane
,"Effingham County, IL",17049.0,White,2106-3,10.0,133154.0,Unreliable,3.6014,13.8114,2.3749,0.0071%,methane
,"Franklin County, IL",17055.0,White,2106-3,28.0,148201.0,18.8933,12.5544,27.3061,3.5705,0.0200%,methane
,"Grundy County, IL",17063.0,White,2106-3,31.0,196425.0,15.7821,10.7232,22.4014,2.8345,0.0221%,methane
,"Henry County, IL",17073.0,White,2106-3,16.0,186501.0,Unreliable,4.9037,13.9319,2.1448,0.0114%,methane
,"Jackson County, IL",17077.0,White,2106-3,19.0,173162.0,Unreliable,6.6061,17.1347,2.5172,0.0136%,methane
,"Jefferson County, IL",17081.0,White,2106-3,24.0,130600.0,18.3767,11.7743,27.3431,3.7511,0.0171%,methane
,"Jersey County, IL",17083.0,White,2106-3,15.0,83631.0,Unreliable,10.0386,29.5826,4.631,0.0107%,methane
,"Kane County, IL",17089.0,White,2106-3,74.0,1825943.0,4.0527,3.1823,5.0878,0.4711,0.0528%,methane
,"Kankakee County, IL",17091.0,White,2106-3,23.0,353382.0,6.5085,4.1258,9.766,1.3571,0.0164%,methane
,"Kendall County, IL",17093.0,White,2106-3,31.0,446612.0,6.9411,4.7162,9.8524,1.2467,0.0221%,methane
,"Knox County, IL",17095.0,White,2106-3,17.0,172817.0,Unreliable,5.7304,15.75,2.3858,0.0121%,methane
