"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Anchorage Borough, AK"	"02020"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Anchorage Borough, AK"	"02020"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Mar., 2018"	"2018/03"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Dec., 2018"	"2018/12"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Coconino County, AZ"	"04005"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Gila County, AZ"	"04007"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Graham County, AZ"	"04009"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jan., 2018"	"2018/01"	500	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Feb., 2018"	"2018/02"	294	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Mar., 2018"	"2018/03"	312	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Apr., 2018"	"2018/04"	269	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"May, 2018"	"2018/05"	252	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jun., 2018"	"2018/06"	218	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jul., 2018"	"2018/07"	214	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Aug., 2018"	"2018/08"	214	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Sep., 2018"	"2018/09"	197	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Oct., 2018"	"2018/10"	185	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Nov., 2018"	"2018/11"	209	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Dec., 2018"	"2018/12"	260	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jan., 2018"	"2018/01"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Feb., 2018"	"2018/02"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Mar., 2018"	"2018/03"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Apr., 2018"	"2018/04"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"May, 2018"	"2018/05"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jun., 2018"	"2018/06"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jul., 2018"	"2018/07"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Aug., 2018"	"2018/08"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Sep., 2018"	"2018/09"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Oct., 2018"	"2018/10"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Nov., 2018"	"2018/11"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Dec., 2018"	"2018/12"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Jul., 2018"	"2018/07"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Navajo County, AZ"	"04017"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jan., 2018"	"2018/01"	165	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Feb., 2018"	"2018/02"	112	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Mar., 2018"	"2018/03"	94	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Apr., 2018"	"2018/04"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"May, 2018"	"2018/05"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jun., 2018"	"2018/06"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jul., 2018"	"2018/07"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Aug., 2018"	"2018/08"	55	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Sep., 2018"	"2018/09"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Oct., 2018"	"2018/10"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Nov., 2018"	"2018/11"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Dec., 2018"	"2018/12"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jan., 2018"	"2018/01"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Feb., 2018"	"2018/02"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Apr., 2018"	"2018/04"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"May, 2018"	"2018/05"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jun., 2018"	"2018/06"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jul., 2018"	"2018/07"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Aug., 2018"	"2018/08"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Sep., 2018"	"2018/09"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Oct., 2018"	"2018/10"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Nov., 2018"	"2018/11"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Dec., 2018"	"2018/12"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jan., 2018"	"2018/01"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Feb., 2018"	"2018/02"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Mar., 2018"	"2018/03"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Apr., 2018"	"2018/04"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"May, 2018"	"2018/05"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jun., 2018"	"2018/06"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jul., 2018"	"2018/07"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Aug., 2018"	"2018/08"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Sep., 2018"	"2018/09"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Oct., 2018"	"2018/10"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Nov., 2018"	"2018/11"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Dec., 2018"	"2018/12"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"May, 2018"	"2018/05"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Oct., 2018"	"2018/10"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Dec., 2018"	"2018/12"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Baxter County, AR"	"05005"	"Apr., 2018"	"2018/04"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Jan., 2018"	"2018/01"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Feb., 2018"	"2018/02"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"May, 2018"	"2018/05"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Nov., 2018"	"2018/11"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Dec., 2018"	"2018/12"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Apr., 2018"	"2018/04"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Oct., 2018"	"2018/10"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crawford County, AR"	"05033"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Crittenden County, AR"	"05035"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Mar., 2018"	"2018/03"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Aug., 2018"	"2018/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Oct., 2018"	"2018/10"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Faulkner County, AR"	"05045"	"Dec., 2018"	"2018/12"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Jan., 2018"	"2018/01"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Feb., 2018"	"2018/02"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Mar., 2018"	"2018/03"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Jun., 2018"	"2018/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Sep., 2018"	"2018/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Nov., 2018"	"2018/11"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Dec., 2018"	"2018/12"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, AR"	"05055"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hot Spring County, AR"	"05059"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, AR"	"05069"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lonoke County, AR"	"05085"	"Jan., 2018"	"2018/01"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pope County, AR"	"05115"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pope County, AR"	"05115"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pope County, AR"	"05115"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jan., 2018"	"2018/01"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Feb., 2018"	"2018/02"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Mar., 2018"	"2018/03"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Apr., 2018"	"2018/04"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"May, 2018"	"2018/05"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jun., 2018"	"2018/06"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jul., 2018"	"2018/07"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Aug., 2018"	"2018/08"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Sep., 2018"	"2018/09"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Oct., 2018"	"2018/10"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Nov., 2018"	"2018/11"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Dec., 2018"	"2018/12"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Jul., 2018"	"2018/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sebastian County, AR"	"05131"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sebastian County, AR"	"05131"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Sebastian County, AR"	"05131"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
